chr	start	end	geneID	geneSymbol	symbol	TCMeanCnt	TCCountValid	TCadjPval	enrichSig	SigPeakValue	ovSig
chr14	103082209	103084708	NM_001330236	LBHD2	promoter_24601	2.27905080958947	6	0	TRUE		
chr14	103335848	103338347	NR_002964	SNORA28	promoter_24612	2.09362902542118	6	0	TRUE		
chr1	55214865	55217364	NM_015306	USP24	promoter_2547	2.31465717127945	6	0	TRUE		
chr15	34341314	34343813	NM_001284292	NUTM1	promoter_25474	2.02395663837647	5	0	TRUE		
chr15	34341314	34343813	NM_001284293	NUTM1	promoter_25475	2.02395663837647	5	0	TRUE		
chr15	34341314	34343813	NM_175741	NUTM1	promoter_25476	2.02395663837647	5	0	TRUE		
chr1	55213407	55215906	NR_038320	LOC100507634	promoter_2548	2.22500299415897	6	0	TRUE		
chr1	55215860	55218359	NR_146283	MIR4422HG	promoter_2549	1.99848141796884	6	0	TRUE		
chr15	41283341	41285840	NR_152821	OIP5-AS1	promoter_25650	1.89521234097494	5	0	TRUE		
chr15	41283341	41285840	NR_152820	OIP5-AS1	promoter_25651	1.89521234097494	5	0	TRUE		
chr15	42493305	42495804	NM_130798	SNAP23	promoter_25719	2.08867980306325	5	0	TRUE		
chr15	51281763	51284262	NM_001347251	CYP19A1	promoter_26028	1.97570279092928	6	0	TRUE		
chr15	56733587	56736086	NM_001002843	ZNF280D	promoter_26185	1.71692370101889	5	0	TRUE		
chr15	56733587	56736086	NM_001288588	ZNF280D	promoter_26186	1.71692370101889	5	0	TRUE		
chr15	56733587	56736086	NM_017661	ZNF280D	promoter_26187	1.71692370101889	5	0	TRUE		
chr15	56733587	56736086	NM_001288589	ZNF280D	promoter_26188	1.71692370101889	5	0	TRUE		
chr15	56733587	56736086	NM_001002844	ZNF280D	promoter_26189	1.71692370101889	5	0	TRUE		
chr15	57298364	57300863	NR_024433	LINC00926	promoter_26210	2.42112618423182	6	0	TRUE		
chr15	67164154	67166653	NM_001145104	SMAD3	promoter_26502	2.03734845224824	5	0	TRUE		
chr15	72473740	72476239	NR_135678	TMEM202-AS1	promoter_26667					4.90956687661181	TRUE
chr15	75344989	75347488	NM_001352519	NEIL1	promoter_26858	1.89699363937903	5	0	TRUE		
chr15	75345038	75347537	NM_001352520	NEIL1	promoter_26859	1.89699363937903	5	0	TRUE		
chr15	75345038	75347537	NM_024608	NEIL1	promoter_26860	1.89699363937903	5	0	TRUE		
chr15	75345618	75348117	NM_001256552	NEIL1	promoter_26861	1.98821428064824	5	0.00632882335056249	TRUE		
chr15	78870780	78873279	NM_001265603	MORF4L1	promoter_26979	1.86721535062409	6	0	TRUE		
chr15	78870780	78873279	NM_206839	MORF4L1	promoter_26980	1.86721535062409	6	0	TRUE		
chr15	78870889	78873388	NM_006791	MORF4L1	promoter_26981	1.87286457107816	6	0	TRUE		
chr15	78870988	78873487	NM_001265605	MORF4L1	promoter_26982	1.85938446671715	6	0	TRUE		
chr15	78870988	78873487	NM_001265604	MORF4L1	promoter_26983	1.85938446671715	6	0.00632882335056249	TRUE		
chr15	92898323	92900822	NM_001271	CHD2	promoter_27426	2.50983724734877	6	0	TRUE		
chr15	92898323	92900822	NM_001042572	CHD2	promoter_27427	2.50983724734877	6	0	TRUE		
chr15	98650722	98653221	NR_126453	IRAIN	promoter_27493	2.44317600152124	6	0	TRUE		
chr15	101489485	101491984	NM_001291309	PCSK6	promoter_27593	1.83249566410463	6	0	TRUE		
chr15	101489485	101491984	NM_138319	PCSK6	promoter_27594	1.83249566410463	6	0	TRUE		
chr15	101489208	101491707	NM_002570	PCSK6	promoter_27595	1.9121056469183	6	0	TRUE		
chr15	101489485	101491984	NM_138323	PCSK6	promoter_27599	1.83249566410463	6	0	TRUE		
chr15	101489485	101491984	NM_138325	PCSK6	promoter_27600	1.83249566410463	6	0	TRUE		
chr15	101489208	101491707	NM_138322	PCSK6	promoter_27601	1.9121056469183	6	0	TRUE		
chr16	138174	140673	NM_001077350	NPRL3	promoter_28207	1.59896269865315	5	0	TRUE		
chr16	138199	140698	NM_001243248	NPRL3	promoter_28209	1.59896269865315	5	0.00632882335056249	TRUE		
chr1	70354223	70356722	NM_030816	ANKRD13C	promoter_2821	2.30722435514887	7	0	TRUE		
chr16	138199	140698	NM_001243249	NPRL3	promoter_28211	1.59896269865315	5	0	TRUE		
chr16	1307151	1309650	NM_194261	UBE2I	promoter_28393	3.41890141426739	11	0	TRUE	6.33039709948777	TRUE
chr16	1307151	1309650	NM_194260	UBE2I	promoter_28394	3.41890141426739	11	0	TRUE	6.33039709948777	TRUE
chr16	1307635	1310134	NM_003345	UBE2I	promoter_28395	4.2093984857167	11	0	TRUE	6.33039709948777	TRUE
chr16	1307635	1310134	NM_194259	UBE2I	promoter_28396	4.2093984857167	11	0	TRUE	6.33039709948777	TRUE
chr16	1414205	1416704	NM_001193388	UNKL	promoter_28406	2.2759046601949	5	0	TRUE		
chr16	1414205	1416704	NR_160278	UNKL	promoter_28411	2.2759046601949	5	0	TRUE		
chr16	1414205	1416704	NM_001372107	UNKL	promoter_28413	2.2759046601949	5	0	TRUE		
chr16	1414205	1416704	NM_001037125	UNKL	promoter_28415	2.2759046601949	5	0	TRUE		
chr16	1970052	1972551	NM_006453	TBL3	promoter_28473	1.85968958546044	5	0	TRUE		
chr16	3880214	3882713	NM_004380	CREBBP	promoter_28737	2.36272873907352	5	0	TRUE		
chr16	8861311	8863810	NM_001278262	CARHSP1	promoter_28857	2.64425314426303	9	0	TRUE		
chr16	8861311	8863810	NM_001278266	CARHSP1	promoter_28859	2.64425314426303	9	0	TRUE		
chr16	8861311	8863810	NM_001278265	CARHSP1	promoter_28862	2.64425314426303	9	0	TRUE		
chr16	8955881	8958380	NM_001321858	USP7	promoter_28866	2.43522693704808	6	0	TRUE		
chr16	11742358	11744857	NM_001324025	TXNDC11	promoter_28934	2.5152286786085	7	0	TRUE		
chr16	11742358	11744857	NM_001303447	TXNDC11	promoter_28935	2.5152286786085	7	0	TRUE		
chr16	11742358	11744857	NM_015914	TXNDC11	promoter_28936	2.5152286786085	7	0	TRUE		
chr16	11742358	11744857	NM_001324024	TXNDC11	promoter_28937	2.5152286786085	7	0	TRUE		
chr16	11742358	11744857	NM_001324022	TXNDC11	promoter_28938	2.5152286786085	7	0	TRUE		
chr16	11742358	11744857	NR_136672	TXNDC11	promoter_28939	2.5152286786085	7	0	TRUE		
chr16	11742358	11744857	NR_136671	TXNDC11	promoter_28940	2.5152286786085	7	0	TRUE		
chr16	11742358	11744857	NR_136673	TXNDC11	promoter_28941	2.5152286786085	7	0	TRUE		
chr16	11742358	11744857	NR_136674	TXNDC11	promoter_28942	2.5152286786085	7	0	TRUE		
chr16	16314221	16316720	NR_146336	PKD1P4-NPIPA8	promoter_29094	1.95317279191582	6	0	TRUE		
chr16	21501782	21504281	NR_027155	SMG1P3	promoter_29313	2.34552796480513	9	0	TRUE		
chr16	21519945	21522444	NR_002594	SLC7A5P2	promoter_29317	2.33274102155905	10	0	TRUE		
chr16	21857159	21859658	NM_130464	NPIPB3	promoter_29330	2.08648914072466	5	0	TRUE		
chr16	21857158	21859657	NM_001135865	NPIPB5	promoter_29331	2.08648914072466	5	0	TRUE		
chr16	21857257	21859756	NM_001384979	NPIPB4	promoter_29332	2.03763879777679	5	0	TRUE		
chr16	21857257	21859756	NM_001384982	NPIPB4	promoter_29333	2.03763879777679	5	0	TRUE		
chr16	21857257	21859756	NM_001384980	NPIPB4	promoter_29334	2.03763879777679	5	0	TRUE		
chr16	21857257	21859756	NM_001384981	NPIPB4	promoter_29335	2.03763879777679	5	0	TRUE		
chr16	21857257	21859756	NM_001310148	NPIPB4	promoter_29336	2.03763879777679	5	0	TRUE		
chr16	22502448	22504947	NR_024456	LOC100190986	promoter_29357	2.00754682619774	5	0	TRUE		
chr16	23509995	23512494	NM_015044	GGA2	promoter_29365	2.07793912918238	5	0	TRUE		
chr16	28362361	28364860	NM_001282524	NPIPB6	promoter_29453	2.55184842505468	7	0	TRUE		
chr16	28750434	28752933	NM_001287250	NPIPB9	promoter_29494	2.36233417665408	9	0	TRUE		
chr16	28750434	28752933	NM_001287251	NPIPB9	promoter_29495	2.36233417665408	9	0	TRUE		
chr16	29457912	29460411	NM_177552	SULT1A3	promoter_29559	2.20529978931795	5	0	TRUE		
chr16	29457912	29460411	NM_001017390	SULT1A4	promoter_29560	2.20529978931795	5	0	TRUE		
chr16	29613218	29615717	NR_135317	SMG1P2	promoter_29565	2.16006431195883	9	0	TRUE		
chr1	78043965	78046464	NM_017655	GIPC2	promoter_2964	2.17276519311641	5	0	TRUE		
chr16	30073993	30076492	NM_001303503	PPP4C	promoter_29643	2.31012583680564	6	0	TRUE		
chr16	30073993	30076492	NM_002720	PPP4C	promoter_29644	2.31012583680564	6	0	TRUE		
chr16	30073993	30076492	NM_001303507	PPP4C	promoter_29645	2.31012583680564	6	0	TRUE		
chr16	30073993	30076492	NM_001303506	PPP4C	promoter_29646	2.31012583680564	6	0	TRUE		
chr16	30073993	30076492	NM_001303504	PPP4C	promoter_29647	2.31012583680564	6	0	TRUE		
chr16	30113038	30115537	NM_024307	GDPD3	promoter_29652					5.45568749910109	TRUE
chr16	30193807	30196306	NM_001031827	BOLA2	promoter_29659	2.4807032227596	6	0	TRUE		
chr16	30193807	30196306	NM_001320579	BOLA2	promoter_29661	2.4807032227596	6	0	TRUE		
chr16	30197254	30199753	NM_001017390	SULT1A4	promoter_29670	2.08194785916754	5	0	TRUE		
chr16	30197254	30199753	NM_177552	SULT1A3	promoter_29671	2.08194785916754	5	0	TRUE		
chr16	30245356	30247855	NM_001355401	NPIPB12	promoter_29675	1.87059472902085	5	0	TRUE		
chr16	30419260	30421759	NR_145731	SNORA80C	promoter_29692					4.59099818413182	TRUE
chr16	30445375	30447874	NM_012248	SEPHS2	promoter_29696	1.74974160501291	6	0	TRUE		
chr16	50694947	50697446	NM_022162	NOD2	promoter_30029	2.16449531839547	5	0	TRUE		
chr16	50697379	50699878	NM_001293557	NOD2	promoter_30030	2.36559680827631	7	0	TRUE		
chr16	53052374	53054873	NR_136518	LOC105371267	promoter_30061	2.12744776595383	5	0	TRUE		
chr16	53052374	53054873	NR_147075	LOC105371267	promoter_30062	2.12744776595383	5	0	TRUE		
chr16	53052990	53055489	NR_168120	CHD9	promoter_30063	2.32589968837435	5	0	TRUE		
chr16	53052990	53055489	NR_168123	CHD9	promoter_30064	2.32589968837435	5	0	TRUE		
chr16	53052990	53055489	NR_168117	CHD9	promoter_30065	2.32589968837435	5	0	TRUE		
chr16	53052990	53055489	NR_168119	CHD9	promoter_30066	2.32589968837435	5	0	TRUE		
chr16	53052990	53055489	NR_168108	CHD9	promoter_30067	2.32589968837435	5	0	TRUE		
chr16	53052990	53055489	NR_168116	CHD9	promoter_30068	2.32589968837435	5	0	TRUE		
chr16	53052990	53055489	NR_168114	CHD9	promoter_30069	2.32589968837435	5	0	TRUE		
chr16	53052990	53055489	NR_168112	CHD9	promoter_30070	2.32589968837435	5	0	TRUE		
chr16	53052990	53055489	NR_168109	CHD9	promoter_30071	2.32589968837435	5	0	TRUE		
chr16	53052990	53055489	NR_168111	CHD9	promoter_30072	2.32589968837435	5	0	TRUE		
chr16	53052990	53055489	NM_025134	CHD9	promoter_30073	2.32589968837435	5	0	TRUE		
chr16	53052990	53055489	NM_001308319	CHD9	promoter_30074	2.32589968837435	5	0	TRUE		
chr16	67968138	67970637	NM_005072	SLC12A4	promoter_30618	1.74487425505454	5	0	TRUE		
chr16	67968138	67970637	NM_001145961	SLC12A4	promoter_30620	1.74487425505454	5	0	TRUE		
chr16	67968195	67970694	NM_001145962	SLC12A4	promoter_30621	1.69565853224575	5	0	TRUE		
chr16	68643309	68645808	NM_001317195	CDH3	promoter_30680	1.56821538257179	5	0	TRUE		
chr16	70186321	70188820	NR_135173	LOC105371328	promoter_30750	1.90342209494995	5	0	TRUE		
chr16	70523055	70525554	NM_001365426	COG4	promoter_30771					5.7475856057016	TRUE
chr16	70523055	70525554	NM_001195139	COG4	promoter_30772					5.7475856057016	TRUE
chr16	70523055	70525554	NR_158212	COG4	promoter_30773					5.7475856057016	TRUE
chr16	70523055	70525554	NM_015386	COG4	promoter_30774					5.7475856057016	TRUE
chr16	75247652	75250151	NM_001170719	BCAR1	promoter_30933	1.96033634455214	5	0	TRUE		
chr16	81493353	81495852	NM_030629	CMIP	promoter_31048	2.44113455599136	6	0	TRUE		
chr16	87869008	87871507	NM_003486	SLC7A5	promoter_31184	2.09615446728802	6	0	TRUE		
chr16	87851895	87854394	NR_162122	MIR11401	promoter_31186	2.0979400065364	9	0	TRUE		
chr16	88881514	88884013	NR_135194	LOC101927793	promoter_31269	1.98894187552689	5	0	TRUE		
chr16	89428917	89431416	NR_110931	LOC101927817	promoter_31305	2.84633585782885	12	0	TRUE		
chr16	89428917	89431416	NR_110932	LOC101927817	promoter_31306	2.84633585782885	12	0	TRUE		
chr16	89558656	89561155	NM_001243131	RPL13	promoter_31310	1.98544172638284	6	0	TRUE		
chr16	89558681	89561180	NM_000977	RPL13	promoter_31311	1.98997464269581	6	0	TRUE		
chr16	89558710	89561209	NM_033251	RPL13	promoter_31312	1.98997464269581	6	0	TRUE		
chr16_KI270853v1_alt	742303	744802	NR_103772	LOC100288162	promoter_31456	1.94273368702133	8	0	TRUE		
chr16_KI270853v1_alt	1972194	1974693	NR_146336	PKD1P4-NPIPA8	promoter_31538	2.01430177422259	6	0	TRUE		
chr17	135568	138067	NM_001097610	SCGB1C2	promoter_31712					4.90098265858574	TRUE
chr17	1229223	1231722	NM_001322841	ABR	promoter_31746	2.06300343534211	5	0	TRUE		
chr17	2711521	2714020	NM_001366662	CLUH	promoter_31833	2.1704570718539	5	0	TRUE		
chr17	2711265	2713764	NM_001366661	CLUH	promoter_31834	2.23559243079075	5	0	TRUE		
chr17	2711265	2713764	NM_015229	CLUH	promoter_31835	2.23559243079075	5	0	TRUE		
chr17	3890244	3892743	NM_172206	CAMKK1	promoter_31895	2.27326173421551	8	0	TRUE		
chr17	4786963	4789462	NM_001014985	GLTPD2	promoter_31955	2.27768281720452	7	0	TRUE		
chr17	4786963	4789462	NM_001375801	GLTPD2	promoter_31956	2.27768281720452	7	0	TRUE		
chr1	93613598	93616097	NM_001261410	BCAR3	promoter_3235	2.18309543894974	8	0	TRUE		
chr17	15562984	15565483	NM_001204478	TVP23C-CDRT4	promoter_32474	1.89174185719315	5	0	TRUE		
chr17	15562984	15565483	NR_037924	TVP23C-CDRT4	promoter_32476	1.89174185719315	5	0	TRUE		
chr17	15563132	15565631	NM_145301	TVP23C	promoter_32478	2.03107185148156	5	0	TRUE		
chr17	15562984	15565483	NM_001135036	TVP23C	promoter_32479	1.89174185719315	5	0	TRUE		
chr17	17205834	17208333	NM_178836	PLD6	promoter_32586	2.13523619716141	6	0	TRUE		
chr17	18409158	18411657	NR_104343	LINC02076	promoter_32652	2.0984236838885	6	0	TRUE		
chr17	19059911	19062410	NR_003271	SNORD3B-1	promoter_32709	2.27351683534155	7	0	TRUE		
chr17	19059911	19062410	NR_003924	SNORD3B-2	promoter_32710	2.27351683534155	7	0	TRUE		
chr17	19063637	19066136	NR_003271	SNORD3B-1	promoter_32711	2.3481554082579	7	0	TRUE		
chr17	19063637	19066136	NR_003924	SNORD3B-2	promoter_32712	2.3481554082579	7	0	TRUE		
chr17	19112137	19114636	NR_006882	SNORD3D	promoter_32716	2.23491764553955	5	0	TRUE		
chr17	19186015	19188514	NR_006880	SNORD3A	promoter_32721	2.19216215341996	8	0	TRUE		
chr17	19189746	19192245	NR_006881	SNORD3C	promoter_32722	2.24466429302311	6	0	TRUE		
chr17	19213629	19216128	NR_160285	LOC79999	promoter_32723	1.88693255405553	5	0	TRUE		
chr17	19213629	19216128	NR_160286	LOC388436	promoter_32724	1.88693255405553	5	0	TRUE		
chr17	19305762	19308261	NR_048576	EPN2-AS1	promoter_32729	2.15483456048331	6	0	TRUE		
chr17	19977357	19979856	NM_001330152	AKAP10	promoter_32770	2.20791584496642	7	0	TRUE		
chr17	19977329	19979828	NM_007202	AKAP10	promoter_32771	2.14782745187679	7	0	TRUE		
chr17	20154071	20156570	NM_001243438	SPECC1	promoter_32775	2.37288350986169	5	0	TRUE		
chr17	20154071	20156570	NM_001033555	SPECC1	promoter_32776	2.37288350986169	5	0	TRUE		
chr17	27292113	27294612	NM_001348350	WSB1	promoter_32824	2.0921353831616	5	0	TRUE		
chr17	27292113	27294612	NM_015626	WSB1	promoter_32825	2.0921353831616	5	0	TRUE		
chr17	27292113	27294612	NR_145520	WSB1	promoter_32826	2.0921353831616	5	0	TRUE		
chr17	27292113	27294612	NM_134265	WSB1	promoter_32827	2.0921353831616	5	0	TRUE		
chr17	27469963	27472462	NM_014238	KSR1	promoter_32830	2.17074826484982	6	0	TRUE		
chr17	30376926	30379425	NM_001304	CPD	promoter_32982	2.37742074080618	6	0	TRUE		
chr17	31006283	31008782	NM_001350578	LOC107984974	promoter_33006	2.11083169591381	5	0	TRUE		
chr17	31006283	31008782	NM_001350579	LOC107984974	promoter_33007	2.11083169591381	5	0	TRUE		
chr17	31006283	31008782	NM_001350575	LOC107984974	promoter_33008	2.11083169591381	5	0	TRUE		
chr17	40060192	40062691	NM_001190919	THRA	promoter_33479	1.87799238026188	5	0	TRUE		
chr17	40060964	40063463	NM_001190918	THRA	promoter_33480	1.97248744099826	5	0	TRUE		
chr17	40060964	40063463	NM_003250	THRA	promoter_33481	1.97248744099826	5	0	TRUE		
chr17	40138536	40141035	NM_007359	CASC3	promoter_33488	2.34474290069598	6	0	TRUE		
chr17	41928616	41931115	NR_146622	TTC25	promoter_33616	2.02877252534741	5	0	TRUE		
chr17	41928616	41931115	NR_110662	TTC25	promoter_33617	2.02877252534741	5	0	TRUE		
chr17	41928616	41931115	NR_146621	TTC25	promoter_33618	2.02877252534741	5	0	TRUE		
chr17	41928616	41931115	NM_001350319	TTC25	promoter_33619	2.02877252534741	5	0	TRUE		
chr17	41928616	41931115	NM_031421	TTC25	promoter_33620	2.02877252534741	5	0	TRUE		
chr17	42456877	42459376	NM_001378542	ATP6V0A1	promoter_33671	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378541	ATP6V0A1	promoter_33672	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378530	ATP6V0A1	promoter_33673	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378544	ATP6V0A1	promoter_33674	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378523	ATP6V0A1	promoter_33675	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378522	ATP6V0A1	promoter_33676	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001130020	ATP6V0A1	promoter_33677	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378533	ATP6V0A1	promoter_33678	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378532	ATP6V0A1	promoter_33679	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378531	ATP6V0A1	promoter_33680	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378539	ATP6V0A1	promoter_33681	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378540	ATP6V0A1	promoter_33682	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378538	ATP6V0A1	promoter_33683	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378537	ATP6V0A1	promoter_33684	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378536	ATP6V0A1	promoter_33685	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001130021	ATP6V0A1	promoter_33686	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_005177	ATP6V0A1	promoter_33687	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378543	ATP6V0A1	promoter_33688	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378546	ATP6V0A1	promoter_33689	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378545	ATP6V0A1	promoter_33690	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378534	ATP6V0A1	promoter_33691	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378556	ATP6V0A1	promoter_33692	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378557	ATP6V0A1	promoter_33693	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378551	ATP6V0A1	promoter_33694	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378552	ATP6V0A1	promoter_33695	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378554	ATP6V0A1	promoter_33696	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378547	ATP6V0A1	promoter_33697	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378548	ATP6V0A1	promoter_33698	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378550	ATP6V0A1	promoter_33699	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378549	ATP6V0A1	promoter_33700	2.34597698918048	5	0	TRUE		
chr17	42456877	42459376	NM_001378535	ATP6V0A1	promoter_33701	2.34597698918048	5	0	TRUE		
chr17	42534240	42536739	NM_000263	NAGLU	promoter_33704	2.33018401962156	8	0	TRUE		
chr17	44067088	44069587	NM_152344	LSM12	promoter_33875	2.11184040843429	5	0	TRUE		
chr17	44068672	44071171	NM_001384168	G6PC3	promoter_33879	2.00260937894106	5	0	TRUE		
chr17	44068734	44071233	NM_001384167	G6PC3	promoter_33880	2.00260937894106	5	0	TRUE		
chr17	44068734	44071233	NM_001384166	G6PC3	promoter_33881	2.00260937894106	5	0	TRUE		
chr17	44068734	44071233	NM_001384165	G6PC3	promoter_33882	2.00260937894106	5	0	TRUE		
chr17	44068734	44071233	NM_138387	G6PC3	promoter_33883	2.00260937894106	5	0	TRUE		
chr17	47968527	47971026	NM_001278197	CDK5RAP3	promoter_34193	2.53708776471608	9	0	TRUE		
chr17	47968955	47971454	NM_001278217	CDK5RAP3	promoter_34194	2.26291224540027	6	0	TRUE		
chr17	47968955	47971454	NM_001278216	CDK5RAP3	promoter_34195	2.26291224540027	6	0	TRUE		
chr17	47969112	47971611	NM_001278198	CDK5RAP3	promoter_34196	2.16402806696886	6	0	TRUE		
chr17	47969112	47971611	NM_176096	CDK5RAP3	promoter_34197	2.16402806696886	6	0	TRUE		
chr17	50867479	50869978	NM_001243877	TOB1	promoter_34408	2.24771324051421	7	0	TRUE		
chr17	57902890	57905389	NM_001292025	CUEDC1	promoter_34488	2.12225469092337	5	0	TRUE		
chr17	62964234	62966733	NM_025185	TANC2	promoter_34689	2.11163945839843	5	0	TRUE	4.22958178738337	TRUE
chr17	63439768	63442267	NM_001330421	CYB561	promoter_34691	2.43973836105663	5	0	TRUE		
chr17	63475060	63477559	NM_001382701	ACE	promoter_34694	2.07982063315826	7	0	TRUE		
chr17	63475060	63477559	NM_000789	ACE	promoter_34695	2.07982063315826	7	0	TRUE		
chr17	63475060	63477559	NM_001382700	ACE	promoter_34696	2.07982063315826	7	0	TRUE		
chr17	65561149	65563648	NM_001363813	AXIN2	promoter_34809	2.64344732793407	6	0	TRUE		
chr17	65561149	65563648	NM_004655	AXIN2	promoter_34810	2.64344732793407	6	0	TRUE		
chr17	68099554	68102053	NR_027418	LINC00674	promoter_34846	1.96860617618822	5	0	TRUE		
chr17	68245573	68248072	NM_001346485	AMZ2	promoter_34853	2.16021944457901	5	0	TRUE		
chr17	68245573	68248072	NM_001346475	AMZ2	promoter_34854	2.16021944457901	5	0	TRUE		
chr17	68245573	68248072	NM_001346474	AMZ2	promoter_34855	2.16021944457901	5	0	TRUE		
chr17	68246003	68248502	NM_001033572	AMZ2	promoter_34856	2.11132902764367	5	0	TRUE		
chr17	68246003	68248502	NM_001033571	AMZ2	promoter_34857	2.11132902764367	5	0	TRUE		
chr17	68246003	68248502	NM_001033570	AMZ2	promoter_34858	2.11132902764367	5	0	TRUE		
chr17	68246003	68248502	NM_001033569	AMZ2	promoter_34859	2.11132902764367	5	0	TRUE		
chr17	68246003	68248502	NM_001033574	AMZ2	promoter_34860	2.11132902764367	5	0	TRUE		
chr17	68246003	68248502	NM_001346484	AMZ2	promoter_34861	2.11132902764367	5	0	TRUE		
chr17	68246003	68248502	NM_001346482	AMZ2	promoter_34862	2.11132902764367	5	0	TRUE		
chr17	68246003	68248502	NM_001346483	AMZ2	promoter_34863	2.11132902764367	5	0	TRUE		
chr17	68246003	68248502	NR_144443	AMZ2	promoter_34864	2.11132902764367	5	0	TRUE		
chr17	68246003	68248502	NM_001346479	AMZ2	promoter_34865	2.11132902764367	5	0	TRUE		
chr17	68246003	68248502	NR_144442	AMZ2	promoter_34866	2.11132902764367	5	0	TRUE		
chr17	68246003	68248502	NM_001289054	AMZ2	promoter_34867	2.11132902764367	5	0	TRUE		
chr17	68246003	68248502	NM_001289056	AMZ2	promoter_34868	2.11132902764367	5	0	TRUE		
chr17	68246003	68248502	NM_001346478	AMZ2	promoter_34869	2.11132902764367	5	0	TRUE		
chr17	68246003	68248502	NM_001346477	AMZ2	promoter_34870	2.11132902764367	5	0	TRUE		
chr17	68246003	68248502	NM_001346476	AMZ2	promoter_34871	2.11132902764367	5	0	TRUE		
chr17	75085764	75088263	NM_001271765	SLC16A5	promoter_35073	2.30654370908964	6	0	TRUE		
chr17	75085953	75088452	NM_004695	SLC16A5	promoter_35074	2.29705993662824	6	0	TRUE		
chr17	75085953	75088452	NM_001369668	SLC16A5	promoter_35075	2.29705993662824	6	0	TRUE		
chr17	75131296	75133795	NM_001252377	NT5C	promoter_35080	2.35868439996971	5	0	TRUE		
chr17	75131243	75133742	NM_014595	NT5C	promoter_35081	2.292400555243	5	0	TRUE		
chr17	75131243	75133742	NR_045513	NT5C	promoter_35082	2.292400555243	5	0	TRUE		
chr17	75784108	75786607	NR_039892	MIR4738	promoter_35151	2.52181629308664	6	0	TRUE		
chr17	75904385	75906884	NM_032478	MRPL38	promoter_35161	2.08285795310615	5	0.00632882335056249	TRUE		
chr17	75977216	75979715	NR_037709	TEN1-CDK3	promoter_35166	2.30753897559422	5	0	TRUE		
chr17	75977239	75979738	NM_001113324	TEN1	promoter_35167	2.30753897559422	5	0	TRUE		
chr17	76053157	76055656	NM_001260503	SRP68	promoter_35171	2.35391119970605	8	0	TRUE		
chr17	76559107	76561606	NR_004396	SNORD1B	promoter_35223	2.19846628099605	6	0	TRUE		
chr17	76710466	76712965	NM_001008528	MXRA7	promoter_35230	1.89608120181579	5	0	TRUE		
chr17	76710466	76712965	NM_198530	MXRA7	promoter_35231	1.89608120181579	5	0	TRUE		
chr17	76710466	76712965	NM_001008529	MXRA7	promoter_35232	1.89608120181579	5	0	TRUE		
chr17	77183212	77185711	NM_001144001	SEC14L1	promoter_35300	2.22012197553881	5	0	TRUE		
chr17	78166544	78169043	NM_001363778	SYNGR2	promoter_35330	2.20017974699175	9	0	TRUE		
chr17	78166544	78169043	NM_001320523	SYNGR2	promoter_35331	2.20017974699175	9	0	TRUE		
chr17	78166580	78169079	NM_004710	SYNGR2	promoter_35332	2.20017974699175	9	0	TRUE		
chr17	78723251	78725750	NM_001292018	CYTH1	promoter_35362	2.47766043364334	5	0	TRUE		
chr17	78723231	78725730	NM_001365041	CYTH1	promoter_35363	2.47766043364334	5	0	TRUE		
chr17	80146629	80149128	NM_014740	EIF4A3	promoter_35428	2.87685136451947	9	0	TRUE		
chr17	82292315	82294814	NR_135639	LINC01970	promoter_35665	2.18656881543297	6	0.00632882335056249	TRUE		
