chr	geneName	NC_MeanValue	NC_pVal	NC_adjPval	TC_MeanValue	TC_pVal	TC_adjPval	LT_MeanValue	LT_pVal	LT_adjPval	AllCount	LTUnique	TCUnique	NCUnique
chr14	DNAL1	0.550132651592317	0	0	0.501581614608708	0.045	0.163346456692914	0.414994646032788	0.946	1	952	FALSE	FALSE	FALSE
chr14	DPF3	0.583893245522139	0	0	0.372443306051928	1	1	0.412962641787606	1	1	4202	FALSE	FALSE	FALSE
chr14	DTD2	0.631477652720775	0.003	0.00617328447701533	0.500740389926829	0.242	0.66953188821211	0.488335637164062	0.316	0.966939964335249	156	FALSE	FALSE	FALSE
chr14	DYNC1H1	1.32383802888589	0	0	0.609408719366536	0	0	0.647752808682188	0	0	1731	FALSE	FALSE	TRUE
chr14	EAPP	0.936279146018639	0	0	0.687828516992425	0	0	0.577476941622193	0.003	0.0160813953488372	438	FALSE	FALSE	TRUE
chr14	ECRP	0.479747065519888	0.442	0.717622687132044	0.522780489902022	0.323	0.83457428475824	0.728562847049658	0.084	0.324516322701688	18	FALSE	FALSE	FALSE
chr14	EDDM3A	0.241340892677813	0.944	1	0.488778518972723	0.405	0.985289461247637	0.136598726210419	0.996	1	35	FALSE	FALSE	FALSE
chr14	EDDM3B	0.0373398890834727	1	1	0.208840248763476	0.98	1	0.297844853352403	0.904	1	38	FALSE	FALSE	FALSE
chr14	EFCAB11	0.63639426538367	0	0	0.435147638857346	0.902	1	0.390529322269818	1	1	2302	FALSE	FALSE	TRUE
chr14	EFS	1.37604076900649	0	0	0.346146716547383	0.974	1	0.325356090305331	0.981	1	147	FALSE	FALSE	TRUE
chr14	EGLN3	1.22819955128093	0	0	0.758543379394023	0	0	0.753273334559041	0	0	486	FALSE	FALSE	TRUE
chr14	EIF2B2	0.666361452386934	0.001	0.00211525818381044	0.485575809914803	0.34	0.865609957138147	0.457755549660671	0.491	1	141	FALSE	FALSE	FALSE
chr14	EIF2S1	0.414352128890767	0.874	1	0.392260107533955	0.953	1	0.404063164896687	0.897	1	416	FALSE	FALSE	FALSE
chr14	EIF5	1.27282766632844	0	0	0.727394461863853	0	0	0.873692348768685	0	0	171	FALSE	FALSE	TRUE
chr14	ELK2AP	0.491746654810208	0.373	0.616780930456662	0.298264493185033	0.937	1	0.132241941311445	1	1	54	FALSE	FALSE	FALSE
chr14	EMC9	1.14315859956937	0	0	0.646637170977153	0.074	0.251224225104418	0.679913533105442	0.0580000000000001	0.234451773328099	39	FALSE	FALSE	TRUE
chr14	EML1	1.45148081770453	0	0	0.498163096020358	0.001	0.00505846708155913	0.39657757418766	1	1	3634	FALSE	FALSE	TRUE
chr14	EML5	0.227992803200356	1	1	0.311073648297986	1	1	0.252557864250115	1	1	2193	FALSE	FALSE	FALSE
chr14	ENTPD5	0.626176717841087	0	0	0.605414397734491	0	0	0.511321049422037	0.035	0.150145138888889	869	FALSE	FALSE	FALSE
chr14	ERG28	0.444289524560751	0.558	0.884523787528869	0.303259516767111	0.995	1	0.378912981616714	0.907	1	171	FALSE	FALSE	FALSE
chr14	ERH	0.875591818737835	0	0	0.484985340802365	0.247	0.680257601426661	0.506986486084004	0.141	0.506344262295082	324	FALSE	FALSE	TRUE
chr14	ERO1A	0.513230329485933	0.041	0.0770765063907487	0.490992493029926	0.154	0.46464765067891	0.464855180112283	0.392	1	723	FALSE	FALSE	FALSE
chr14	ESR2	0.48375988027204	0.085	0.154790106715406	0.434231117459931	0.877	1	0.385766878049677	1	1	1717	FALSE	FALSE	FALSE
chr14	ESRRB	0.459268899893133	0.467	0.753735120447301	0.293961583368695	1	1	0.25687956009461	1	1	1928	FALSE	FALSE	FALSE
chr14	EVL	1.21584466259992	0	0	0.610987260949855	0	0	0.647904471184738	0	0	2747	FALSE	FALSE	TRUE
chr14	EXD2	0.733722833050242	0	0	0.505334653171848	0.042	0.153739511732638	0.410359413269182	0.97	1	883	FALSE	FALSE	TRUE
chr14	EXOC3L4	1.83690086737934	0	0	0.647729016602222	0	0	0.392065061763889	0.848	1	171	FALSE	FALSE	TRUE
chr14	EXOC5	0.427426410329859	0.867	1	0.380014525760666	0.997	1	0.402856691643943	0.986	1	849	FALSE	FALSE	FALSE
chr14	FAM161B	0.807931333634342	0	0	0.581780863861618	0.005	0.0227847447624668	0.566133404365365	0.014	0.065746997111145	278	FALSE	FALSE	TRUE
chr14	FAM177A1	0.739647543381802	0	0	0.674390040492999	0	0	0.59837812251435	0	0	646	FALSE	FALSE	FALSE
chr14	FAM181A	0.677831712158376	0	0	0.237575879066859	1	1	0.0757092785706455	1	1	179	FALSE	FALSE	TRUE
chr14	FAM181A-AS1	0.436055339100664	0.644	0.999458747864536	0.286754132276454	1	1	0.137476280670763	1	1	313	FALSE	FALSE	FALSE
chr14	FAM30A	0.069116001147986	1	1	0.227388199268755	1	1	0.0369994655078955	1	1	183	FALSE	FALSE	FALSE
chr14	FAM71D	0.420320188011077	0.84	1	0.425806040214673	0.807	1	0.379689536397621	0.986	1	509	FALSE	FALSE	FALSE
chr14	FANCM	0.291380108271918	1	1	0.384854187619971	0.998	1	0.345528515353549	1	1	900	FALSE	FALSE	FALSE
chr14	FBLN5	1.21080227136855	0	0	0.572560855634117	0	0	0.630088153664383	0	0	1454	FALSE	FALSE	TRUE
chr14	FBXO33	0.754571859916296	0	0	0.501415535300626	0.096	0.313938803599788	0.498922992466775	0.113	0.418392591704627	568	FALSE	FALSE	TRUE
chr14	FBXO34	1.08366558472088	0	0	0.866052151640543	0	0	0.671892500394083	0	0	1424	FALSE	FALSE	TRUE
chr14	FCF1	0.361856306115038	0.994	1	0.426962322783392	0.782	1	0.397388017330393	0.945	1	400	FALSE	FALSE	FALSE
chr14	FERMT2	1.17479525389329	0	0	0.593925929744667	0	0	0.706367618518533	0	0	1335	FALSE	FALSE	TRUE
chr14	FITM1	1.34559667837697	0	0	0.679843924802601	0.087	0.288570554123711	0.416026341960189	0.602	1	29	FALSE	FALSE	TRUE
chr14	FKBP3	0.689360576051703	0	0	0.42714900506402	0.738	1	0.517332989797405	0.108	0.402776624003864	288	FALSE	FALSE	FALSE
chr14	FLJ22447	0.881328276249309	0	0	0.583957871123446	0	0	0.650032627311243	0	0	1378	FALSE	FALSE	TRUE
chr14	FLRT2	0.768419556988873	0	0	0.400171482073139	0.998	1	0.445788335879527	0.747	1	1931	FALSE	FALSE	TRUE
chr14	FLVCR2	0.639639098417189	0	0	0.478200858900977	0.206	0.587834626755358	0.714478673710406	0	0	1141	FALSE	FALSE	FALSE
chr14	FNTB	0.768104385074821	0	0	0.536680611181742	0	0	0.53396659750205	0	0	1339	FALSE	FALSE	TRUE
chr14	FOS	1.62220676386457	0	0	0.7158656828499	0.00800000000000001	0.0350888952002272	0.724873882982706	0.00700000000000001	0.0350988636363637	56	FALSE	FALSE	TRUE
chr14	FOXA1	0.0260718894464453	1	1	0.232517650601762	0.994	1	0.0352199345677456	1	1	72	FALSE	FALSE	FALSE
chr14	FOXG1	0.265543041939806	0.918	1	0.149474145355021	0.99	1	0.0404884687007391	1	1	29	FALSE	FALSE	FALSE
chr14	FOXG1-AS1	0.197556903090621	1	1	0.303789845040351	1	1	0.216551927855321	1	1	403	FALSE	FALSE	FALSE
chr14	FOXN3	1.4329267459129	0	0	0.724963509029825	0	0	0.741614126282848	0	0	8539	FALSE	FALSE	TRUE
chr14	FOXN3-AS1	2.01500480600499	0	0	0.84575119794154	0.004	0.0185898284682516	0.712966092137723	0.024	0.107231014031535	39	FALSE	FALSE	TRUE
chr14	FOXN3-AS2	1.72589111801153	0	0	0.995841879220485	0.002	0.00976818469323214	0.642435989267494	0.114	0.421387984681666	26	FALSE	FALSE	TRUE
chr14	FRMD6	0.852113468932544	0	0	0.402592945417945	1	1	0.425266062684742	0.992	1	3646	FALSE	FALSE	TRUE
chr14	FRMD6-AS1	1.16454833205181	0	0	0.663347289223409	0.0580000000000001	0.203180900533061	0.731232554460166	0.022	0.0990545189504374	38	FALSE	FALSE	TRUE
chr14	FRMD6-AS2	0.863428926643599	0	0	0.399520317301464	0.999	1	0.393230513350693	1	1	2386	FALSE	FALSE	TRUE
chr14	FSCB	-0.0259387917961273	1	1	0.172146584750897	0.99	1	-0.0119015893493307	1	1	36	FALSE	FALSE	FALSE
chr14	FUT8	0.673818456210009	0	0	0.513699776814955	0	0	0.374597737916878	1	1	5009	FALSE	FALSE	FALSE
chr14	FUT8-AS1	0.1026704894262	0.992	1	0.250892196411708	0.878	1	0.202940285808443	0.93	1	20	FALSE	FALSE	FALSE
chr14	G2E3	0.536392803312254	0.004	0.00816414458468249	0.494959202250434	0.097	0.316839995769881	0.414649143045031	0.954	1	883	FALSE	FALSE	FALSE
chr14	G2E3-AS1	0.321087083267967	1	1	0.363742012896641	1	1	0.269295226246242	1	1	1692	FALSE	FALSE	FALSE
chr14	GALC	0.510579866706781	0.027	0.0516857142857143	0.449083129389424	0.624	1	0.39980064659295	0.986	1	844	FALSE	FALSE	FALSE
chr14	GALNT16	0.791852172609794	0	0	0.329599038108414	1	1	0.337311940112831	1	1	1507	FALSE	FALSE	TRUE
chr14	GCH1	0.623120082933695	0	0	0.550934248968452	0	0	0.513807062378191	0.012	0.0573397277227723	1028	FALSE	FALSE	FALSE
chr14	GEMIN2	0.564261160525266	0.00900000000000001	0.0179297600619195	0.472703638099175	0.332	0.851772074092533	0.373033584057861	0.986	1	343	FALSE	FALSE	FALSE
chr14	GLRX5	1.05530213428474	0	0	0.582499743625139	0.021	0.083232003079687	0.526468263489431	0.142	0.509106674405107	169	FALSE	FALSE	TRUE
chr14	GMFB	0.963862487613009	0	0	0.662833974900405	0	0	0.744984226347892	0	0	211	FALSE	FALSE	TRUE
chr14	GMPR2	0.817753743124233	0	0	0.415655164839406	0.666	1	0.352344980107538	0.898	1	88	FALSE	FALSE	TRUE
chr14	GNG2	0.90981815854131	0	0	0.486099137453972	0.056	0.197046251993621	0.560078266699131	0	0	1860	FALSE	FALSE	TRUE
chr14	GNPNAT1	0.730248291905642	0	0	0.540636632884979	0.0600000000000001	0.209356077722549	0.619345591536778	0.003	0.0160813953488372	236	FALSE	FALSE	FALSE
chr14	GOLGA5	0.565509562538183	0	0	0.454170641822137	0.534	1	0.457817652917858	0.494	1	645	FALSE	FALSE	FALSE
chr14	GON7	0.681625650449639	0.013	0.0255931544394162	0.554292112014077	0.158	0.474907162319969	0.472519394523502	0.405	1	70	FALSE	FALSE	FALSE
chr14	GPATCH2L	0.6622597458142	0	0	0.411559635811914	0.958	1	0.325724448949001	1	1	932	FALSE	FALSE	TRUE
chr14	GPHB5	0.257978913214816	0.991	1	0.319325183832896	0.951	1	0.2071815016398	1	1	90	FALSE	FALSE	FALSE
chr14	GPHN	0.290580036551118	1	1	0.33506569366688	1	1	0.321646975117697	1	1	8498	FALSE	FALSE	FALSE
chr14	GPR132	1.2408662529264	0	0	0.619836016389459	0	0	0.627417881833669	0	0	316	FALSE	FALSE	TRUE
chr14	GPR135	1.14153744117778	0	0	0.344731570658222	0.864	1	0.455294135645003	0.495	1	63	FALSE	FALSE	TRUE
chr14	GPR137C	0.208939770506875	1	1	0.330583355772098	1	1	0.264897118392675	1	1	939	FALSE	FALSE	FALSE
chr14	GPR33	0.426729450503946	0.66	1	0.422590316427667	0.657	1	0.556839840311488	0.101	0.380066642300195	99	FALSE	FALSE	FALSE
chr14	GPR65	0.681000356146548	0	0	0.545666022963068	0.084	0.280093706142718	0.786441057664086	0	0	159	FALSE	FALSE	FALSE
chr14	GPR68	1.74238089853794	0	0	0.846668816090653	0	0	0.708258807474692	0	0	417	FALSE	FALSE	TRUE
chr14	GPX2	1.05415357806937	0	0	0.389337710654963	0.743	1	0.496940912468668	0.338	1	50	FALSE	FALSE	TRUE
chr14	GSC	0.192290532659394	0.954	1	0.149425498058196	0.971	1	-0.0484929059203001	1	1	21	FALSE	FALSE	FALSE
chr14	GSC-DT	0.776699695063505	0.002	0.00416238797924669	0.250085547554759	0.984	1	0.0405326930093264	1	1	55	FALSE	FALSE	TRUE
chr14	GSKIP	0.536623396018918	0.028	0.0535203911133115	0.567068650715654	0.003	0.0142489620175304	0.425993675869514	0.778	1	349	FALSE	FALSE	FALSE
chr14	GSTZ1	0.633242159429138	0.00700000000000001	0.0140504938913439	0.353895659948553	0.959	1	0.229042368336971	1	1	161	FALSE	FALSE	TRUE
chr14	GTF2A1	0.839228289106427	0	0	0.573996119225778	0	0	0.619430053970666	0	0	745	FALSE	FALSE	TRUE
chr14	GZMB	0.233194510878724	0.989	1	0.364756886133015	0.791	1	0.221309667529917	0.99	1	54	FALSE	FALSE	FALSE
chr14	GZMH	0.403572296127675	0.67	1	0.33579478472651	0.844	1	0.325021622588397	0.859	1	38	FALSE	FALSE	FALSE
chr14	HAUS4	0.704605936317516	0.001	0.00211525818381044	0.639934561989503	0.004	0.0185898284682516	0.555459092939568	0.072	0.283222618441161	152	FALSE	FALSE	FALSE
chr14	HEATR4	0.68768585632907	0	0	0.493365759120514	0.0570000000000001	0.200154502046385	0.509066580051556	0.01	0.0486332860966777	1331	FALSE	FALSE	FALSE
chr14	HEATR5A	0.674808894564441	0	0	0.532167420979924	0	0	0.49934300075132	0.00700000000000001	0.0350988636363637	2083	FALSE	FALSE	FALSE
chr14	HECTD1	1.03574155661292	0	0	0.68886457539919	0	0	0.682856211062614	0	0	1856	FALSE	FALSE	TRUE
chr14	HHIPL1	1.15997984335893	0	0	0.424261969430077	0.94	1	0.41497076766365	0.971	1	1284	FALSE	FALSE	TRUE
chr14	HIF1A	0.906234512927589	0	0	0.779495637378144	0	0	1.00509717072175	0	0	872	FALSE	FALSE	FALSE
chr14	HIF1A-AS1	0.543821189439795	0.0590000000000001	0.109239479678696	0.452885182177271	0.539	1	0.468569916811658	0.397	1	216	FALSE	FALSE	FALSE
chr14	HIF1A-AS2	0.111142820179007	0.998	1	0.273706194097057	0.905	1	0.580340140567591	0.196	0.664820118603119	30	FALSE	FALSE	FALSE
chr14	HIF1A-AS3	0.789812756932396	0	0	0.642463497039747	0	0	0.892504700279668	0	0	597	FALSE	FALSE	FALSE
chr14	HNRNPC	1.83222852275088	0	0	1.23884966104026	0	0	1.2246057585635	0	0	1118	FALSE	FALSE	TRUE
chr14	HOMEZ	0.954003765735619	0	0	0.572106450358562	0.01	0.0428034922394679	0.526271245349332	0.099	0.373359340659341	238	FALSE	FALSE	TRUE
chr14	HSP90AA1	0.905931605207979	0	0	0.55058976028356	0	0	0.58477320072762	0	0	973	FALSE	FALSE	TRUE
chr14	HSPA2	2.10861861663629	0	0	1.00913009640817	0	0	0.489071920053779	0.375	1	52	FALSE	FALSE	TRUE
chr14	IFI27	1.04874909744565	0	0	0.622071102481388	0.014	0.0578563018464009	0.293678533529236	0.991	1	120	FALSE	FALSE	TRUE
chr14	IFI27L1	0.308958826066222	1	1	0.345241495555336	0.993	1	0.263148857223615	1	1	298	FALSE	FALSE	FALSE
chr14	IFI27L2	1.00902826912995	0	0	0.264512443946001	0.938	1	0.059965292400141	0.999	1	33	FALSE	FALSE	TRUE
chr14	IFT43	0.675154585114441	0	0	0.356600537892244	1	1	0.346867822864985	1	1	1588	FALSE	FALSE	TRUE
chr14	IGBP1P1	0.482924670593809	0.382	0.630279594017094	0.330953802529035	0.635	1	0.116168018649062	0.908	1	8	FALSE	FALSE	FALSE
chr14	IL25	0.732896299537687	0.01	0.0198630225080386	0.254341605398948	0.966	1	0.18847824128188	0.997	1	48	FALSE	FALSE	TRUE
chr14	INF2	2.27978985588222	0	0	0.766482784300676	0	0	0.476603605420745	0.263	0.839355342012813	608	FALSE	FALSE	TRUE
chr14	INSM2	0.11626439114233	1	1	0.153019146300454	0.999	1	-0.0484929059203001	1	1	37	FALSE	FALSE	FALSE
chr14	IPO4	0.823884580692322	0	0	0.309159629752248	0.981	1	0.13206387923057	1	1	114	FALSE	FALSE	TRUE
chr14	IRF2BPL	1.21333978688081	0	0	0.924649342029886	0	0	0.472328814782231	0.429	1	64	FALSE	FALSE	TRUE
chr14	IRF9	1.29792460748603	0	0	0.605388435916612	0.049	0.175759261409825	0.597108933191533	0.044	0.18355321447866	93	FALSE	FALSE	TRUE
chr14	ISCA2	0.619974482607759	0.071	0.130464453566542	0.458551661473947	0.502	1	0.39794260935817	0.675	1	53	FALSE	FALSE	FALSE
chr14	ISM2	0.514496020172391	0.08	0.146098267604801	0.353778439073859	0.994	1	0.274942782576852	1	1	387	FALSE	FALSE	FALSE
chr14	ITPK1	1.25885431697265	0	0	0.55483320442428	0	0	0.387204637406629	1	1	3450	FALSE	FALSE	TRUE
chr14	ITPK1-AS1	1.21578148942172	0	0	0.422399375847413	0.668	1	0.431002837468896	0.633	1	91	FALSE	FALSE	TRUE
chr14	JAG2	1.25656350214818	0	0	0.52685579247799	0.016	0.0652312565997889	0.168207997791738	1	1	499	FALSE	FALSE	TRUE
chr14	JDP2	1.9413620837195	0	0	0.856238312461284	0	0	0.733574047904017	0	0	847	FALSE	FALSE	TRUE
chr14	JKAMP	0.490344758332989	0.233	0.399659632365191	0.462376312428068	0.472	1	0.4804965009363	0.305	0.941770968709387	330	FALSE	FALSE	FALSE
chr14	JPH4	1.04495244840751	0	0	0.498696198819063	0.238	0.660298751459624	0.409374544441025	0.789	1	183	FALSE	FALSE	TRUE
chr14	KCNH5	0.100355240886779	1	1	0.24991220978607	1	1	0.152846581402576	1	1	3325	FALSE	FALSE	FALSE
chr14	KCNK10	0.473866629723751	0.192	0.333481639768318	0.378125911495652	1	1	0.278548180470323	1	1	2015	FALSE	FALSE	FALSE
chr14	KCNK13	0.326168239084696	1	1	0.310398354155037	1	1	0.320090013778779	1	1	1778	FALSE	FALSE	FALSE
chr14	KHNYN	1.2091720035847	0	0	0.444627262224792	0.589	1	0.297497597383846	0.999	1	206	FALSE	FALSE	TRUE
chr14	KIAA0586	0.353187055922932	1	1	0.388525502915483	1	1	0.405374781788936	0.998	1	1693	FALSE	FALSE	FALSE
chr14	KIF26A	1.30507258589647	0	0	0.358746982651294	1	1	0.144509988272755	1	1	751	FALSE	FALSE	TRUE
chr14	KLC1	1.81465718872139	0	0	0.931616488162502	0	0	0.884174131411228	0	0	1386	FALSE	FALSE	TRUE
chr14	KLHDC1	0.619319743020642	0	0	0.486338303986159	0.135	0.416891121775645	0.474728526504177	0.273	0.863153956392671	910	FALSE	FALSE	FALSE
chr14	KLHDC2	0.829423245971825	0	0	0.636888688060522	0	0	0.608974811574909	0.001	0.00570713229859572	295	FALSE	FALSE	FALSE
chr14	KLHL28	0.627154026458708	0	0	0.488455327661319	0.18	0.529340188517566	0.417130299112351	0.877	1	531	FALSE	FALSE	FALSE
chr14	KLHL33	0.953140024293901	0	0	0.558522192792962	0.049	0.175759261409825	0.512084178954451	0.167	0.582839435028249	186	FALSE	FALSE	TRUE
chr14	KTN1	0.810907075375029	0	0	0.546035040622826	0	0	0.553655890078284	0	0	1562	FALSE	FALSE	TRUE
chr14	KTN1-AS1	0.986369734148112	0	0	0.651771402959643	0.032	0.120903241590214	0.463544719319403	0.475	1	56	FALSE	FALSE	TRUE
chr14	L2HGDH	0.384015433221723	0.999	1	0.417887292502832	0.947	1	0.354525942160696	1	1	1000	FALSE	FALSE	FALSE
chr14	L3HYPDH	0.376792070563394	0.898	1	0.320550639220336	0.987	1	0.27593133663693	0.999	1	150	FALSE	FALSE	FALSE
chr14	LBHD2	1.17969389218219	0	0	0.345995215499182	0.937	1	0.278283936606642	0.994	1	114	FALSE	FALSE	TRUE
chr14	LGALS3	1.53395628314904	0	0	1.00869323746261	0	0	0.735751861886256	0	0	274	FALSE	FALSE	TRUE
chr14	LGMN	1.59213926056668	0	0	0.863549243991135	0	0	0.857231084230499	0	0	847	FALSE	FALSE	TRUE
chr14	LIN52	0.403498484945104	0.996	1	0.406335037711999	0.994	1	0.417257763842381	0.981	1	1788	FALSE	FALSE	FALSE
chr14	LINC00216	0.577241107662101	0.231	0.396449241540257	0.250216563348911	0.911	1	0.363264684469941	0.702	1	22	FALSE	FALSE	FALSE
chr14	LINC00221	0.0434248907950004	1	1	0.212913827781071	1	1	0.0912056089300367	1	1	87	FALSE	FALSE	FALSE
chr14	LINC00226	-0.309006060995492	1	1	0.31988121949044	0.525	1	-0.0484929059203001	0.892	1	2	FALSE	FALSE	FALSE
chr14	LINC00239	0.524157964285777	0.296	0.497689275993468	0.338423946463223	0.818	1	0.450571787616245	0.503	1	37	FALSE	FALSE	FALSE
chr14	LINC00517	0.174587509597501	1	1	0.212292829206465	0.996	1	0.095673572796003	1	1	61	FALSE	FALSE	FALSE
chr14	LINC00519	0.641733628215866	0	0	0.381364871059779	0.966	1	0.354800237888969	0.998	1	355	FALSE	FALSE	TRUE
chr14	LINC00520	0.531222420876344	0.089	0.161683507822609	0.473366455764816	0.368	0.917460327710065	0.369224791770722	0.967	1	237	FALSE	FALSE	FALSE
chr14	LINC00523	1.34220305707412	0	0	0.494163739581767	0.202	0.578934211747239	0.473917533723709	0.359	1	296	FALSE	FALSE	TRUE
chr14	LINC00524	1.55026651059239	0	0	0.658572940665652	0.077	0.259809809919161	0.422239508216926	0.621	1	40	FALSE	FALSE	TRUE
chr14	LINC00605	1.43854415949265	0	0	0.636036598643563	0.087	0.288570554123711	0.608286433436476	0.127	0.462958692316771	38	FALSE	FALSE	TRUE
chr14	LINC00609	0.18790197593064	1	1	0.296860452875731	1	1	0.201782516857879	1	1	1182	FALSE	FALSE	FALSE
chr14	LINC00618	0.174844878821886	0.986	1	0.115147513537772	0.997	1	-0.00732767477795952	1	1	32	FALSE	FALSE	FALSE
chr14	LINC00637	1.57613410622118	0	0	0.774690877541435	0	0	0.574763357443685	0.019	0.0869411851851853	202	FALSE	FALSE	TRUE
chr14	LINC00638	2.20592801486323	0	0	0.504746399139797	0.334	0.85526927541038	0.284300786773672	0.954	1	51	FALSE	FALSE	TRUE
chr14	LINC00639	0.325148337353666	1	1	0.374916105215836	1	1	0.282436573333253	1	1	2272	FALSE	FALSE	FALSE
chr14	LINC00640	0.827430863905527	0	0	0.384675903840506	0.963	1	0.363774166635056	0.993	1	404	FALSE	FALSE	TRUE
chr14	LINC00641	1.15656016981331	0	0	0.630647932182311	0.011	0.0465867269984917	0.636678467503925	0.003	0.0160813953488372	133	FALSE	FALSE	TRUE
chr14	LINC00642	1.20045877638489	0	0	0.464295093712595	0.458	1	0.296332244028421	0.955	1	64	FALSE	FALSE	TRUE
chr14	LINC00643	-0.0295297743976699	1	1	0.169766086242474	1	1	0.134841178757245	1	1	165	FALSE	FALSE	FALSE
chr14	LINC00644	0.148051123244833	1	1	0.24642219554194	0.994	1	0.189920337311068	1	1	77	FALSE	FALSE	FALSE
chr14	LINC00645	-0.0521754628847585	1	1	0.15915088855646	1	1	0.102281762586229	1	1	221	FALSE	FALSE	FALSE
chr14	LINC00648	0.118563987100056	1	1	0.251142266239334	1	1	0.160641469457047	1	1	291	FALSE	FALSE	FALSE
chr14	LINC00677	2.01663157173321	0	0	1.10306446296705	0	0	0.778999512260457	0.00900000000000001	0.0441593328038126	39	FALSE	FALSE	TRUE
chr14	LINC00871	0.0974825553885779	1	1	0.246537679849688	1	1	0.1659301094247	1	1	3768	FALSE	FALSE	FALSE
chr14	LINC00911	0.79733000615485	0	0	0.409280583732997	0.889	1	0.567265401745665	0.003	0.0160813953488372	390	FALSE	FALSE	TRUE
chr14	LINC01146	0.209419699880798	1	1	0.334227700383581	1	1	0.44104397057822	0.75	1	854	FALSE	FALSE	FALSE
chr14	LINC01147	0.283269708074108	0.988	1	0.378308061300594	0.863	1	0.341190768697497	0.942	1	114	FALSE	FALSE	FALSE
chr14	LINC01148	0.281969188411219	1	1	0.297083742576937	1	1	0.136073042627625	1	1	231	FALSE	FALSE	FALSE
chr14	LINC01220	0.0810778023334736	0.991	1	0.189187427257003	0.94	1	0.189594793871243	0.944	1	19	FALSE	FALSE	FALSE
chr14	LINC01269	0.522146673490265	0.133	0.236198884544618	0.467699689540871	0.406	0.98702258953168	0.574089916567854	0.019	0.0869411851851853	196	FALSE	FALSE	FALSE
chr14	LINC01303	1.45784106037219	0	0	0.893593800480489	0	0	0.710959780539431	0	0	260	FALSE	FALSE	TRUE
chr14	LINC01467	0.315449789376714	0.998	1	0.247545897458297	1	1	0.193404785564386	1	1	243	FALSE	FALSE	FALSE
chr14	LINC01500	0.47012836959773	0.189	0.328659103704538	0.397746370832207	1	1	0.329262242804058	1	1	2682	FALSE	FALSE	FALSE
chr14	LINC01550	0.602398237933162	0	0	0.347998535768257	1	1	0.185763648045037	1	1	670	FALSE	FALSE	TRUE
chr14	LINC01551	0.116271253738156	1	1	0.217607266404144	1	1	0.124720889638078	1	1	255	FALSE	FALSE	FALSE
chr14	LINC01588	1.13321631474403	0	0	0.701347582859495	0	0	0.612514564171374	0	0	473	FALSE	FALSE	TRUE
chr14	LINC01599	0.850980131717548	0	0	0.604857730755891	0	0	0.503357139270233	0.01	0.0486332860966777	1705	FALSE	FALSE	TRUE
chr14	LINC01629	1.88689417021633	0	0	1.12341530360922	0	0	0.794479216735115	0	0	112	FALSE	FALSE	TRUE
chr14	LINC02274	0.933157472135992	0	0	0.525927839508132	0.183	0.5365278595159	0.414659594057891	0.724	1	123	FALSE	FALSE	TRUE
chr14	LINC02280	1.03474916136764	0	0	0.576853212325965	0.119	0.375823415132924	0.320126769551155	0.915	1	59	FALSE	FALSE	TRUE
chr14	LINC02282	0.11615618324554	0.994	1	0.110466317553157	0.996	1	0.049435252902289	1	1	25	FALSE	FALSE	FALSE
chr14	LINC02287	0.15367439735591	0.985	1	0.215156225090583	0.959	1	0.25929000002466	0.919	1	27	FALSE	FALSE	FALSE
chr14	LINC02288	1.22508867947053	0	0	0.671827702141597	0	0	0.702862083055832	0	0	547	FALSE	FALSE	TRUE
chr14	LINC02289	1.03480699163148	0	0	0.418714521339177	0.708	1	0.434867746943582	0.618	1	114	FALSE	FALSE	TRUE
chr14	LINC02291	0.305359759234671	1	1	0.283197349042595	1	1	0.176282725410664	1	1	677	FALSE	FALSE	FALSE
chr14	LINC02292	1.27373885051893	0	0	0.593769213106172	0.045	0.163346456692914	0.360162661103933	0.882	1	104	FALSE	FALSE	TRUE
chr14	LINC02293	0.257296290140819	0.999	1	0.280686521599037	0.997	1	0.163747528609396	1	1	142	FALSE	FALSE	FALSE
chr14	LINC02294	0.239568309534151	1	1	0.263084875401268	1	1	0.17542614995359	1	1	514	FALSE	FALSE	FALSE
chr14	LINC02298	1.32597290771679	0	0	0.612605151241384	0.038	0.1405972688069	0.36031105694764	0.888	1	88	FALSE	FALSE	TRUE
chr14	LINC02299	0.380573425661785	0.995	1	0.333961532605113	1	1	0.365524012350048	0.999	1	643	FALSE	FALSE	FALSE
chr14	LINC02301	0.173761581578822	1	1	0.244744976378113	1	1	0.150294039273432	1	1	591	FALSE	FALSE	FALSE
chr14	LINC02302	0.137535206546328	1	1	0.216273761010864	1	1	0.141699431135222	1	1	419	FALSE	FALSE	FALSE
chr14	LINC02303	0.233906819163918	1	1	0.235376924401665	0.999	1	0.196310066793994	1	1	121	FALSE	FALSE	FALSE
chr14	LINC02304	0.385582936457943	0.747	1	0.432735958936194	0.586	1	0.228298084302142	0.995	1	61	FALSE	FALSE	FALSE
chr14	LINC02308	0.576985073329717	0.037	0.069918568369532	0.340642358827775	0.958	1	0.225637545217227	1	1	135	FALSE	FALSE	FALSE
chr14	LINC02310	1.10782926144976	0	0	0.301457151833476	0.97	1	0.297738591292425	0.981	1	85	FALSE	FALSE	TRUE
chr14	LINC02311	0.10264636135655	0.994	1	0.23468918101582	0.933	1	0.160108480364497	0.984	1	25	FALSE	FALSE	FALSE
