chr	start	end	geneID	geneSymbol	symbol	NCMeanCnt	NCCountValid	NCadjPval	enrichSig	SigPeakValue	ovSig
chr14	39169834	39172333	NM_001079537	TRAPPC6B	promoter_22961	1.86591859837833	6	0	TRUE		
chr14	39173253	39175752	NM_002687	PNN	promoter_22962	2.24485222587501	10	0	TRUE		
chr14	44895274	44897773	NM_001017923	C14orf28	promoter_23009	2.40763693341606	5	0	TRUE		
chr14	44911418	44913917	NR_110050	LOC101927418	promoter_23010	2.60833346579327	10	0	TRUE		
chr14	45252703	45255202	NM_018353	MIS18BP1	promoter_23022	1.88422975277986	7	0	TRUE		
chr14	49584579	49587078	NR_002715	RN7SL1	promoter_23038	1.47111581446723	5	0.00968425541813671	TRUE	5.74765699059516	TRUE
chr14	49596696	49599195	NR_037792	LRR1	promoter_23039	2.01234238472231	7	0.00351257171785353	TRUE		
chr14	49596696	49599195	NR_037793	LRR1	promoter_23040	2.01234238472231	7	0.00351257171785353	TRUE		
chr14	49596696	49599195	NM_203467	LRR1	promoter_23041	2.01234238472231	7	0.00667457613531605	TRUE		
chr14	49634745	49637244	NM_018139	DNAAF2	promoter_23046	1.95585170045877	6	0	TRUE		
chr14	49634745	49637244	NM_001083908	DNAAF2	promoter_23047	1.95585170045877	6	0.00351257171785353	TRUE		
chr14	49687881	49690380	NM_001348385	POLE2	promoter_23048	2.07837649671795	7	0	TRUE	4.63066515240657	TRUE
chr14	49687881	49690380	NM_001348384	POLE2	promoter_23049	2.07837649671795	7	0	TRUE	4.63066515240657	TRUE
chr14	49687881	49690380	NM_001197330	POLE2	promoter_23050	2.07837649671795	7	0	TRUE	4.63066515240657	TRUE
chr14	49687715	49690214	NM_002692	POLE2	promoter_23051	1.97442788359937	7	0	TRUE	4.63066515240657	TRUE
chr14	49687715	49690214	NM_001197331	POLE2	promoter_23052	1.97442788359937	7	0	TRUE	4.63066515240657	TRUE
chr14	49691119	49693618	NM_172193	KLHDC1	promoter_23053	2.40946330812444	8	0	TRUE		
chr14	49891081	49893580	NM_001663	ARF6	promoter_23059	2.0643063197578	5	0.00667457613531605	TRUE		
chr14	50309515	50312014	NM_001382509	DMAC2L	promoter_23074					4.02128079867637	TRUE
chr14	50310323	50312822	NM_001370605	DMAC2L	promoter_23075					4.02128079867637	TRUE
chr14	50310323	50312822	NM_001382507	DMAC2L	promoter_23076					4.02128079867637	TRUE
chr14	50310323	50312822	NM_015684	DMAC2L	promoter_23077					4.02128079867637	TRUE
chr14	50310323	50312822	NM_001003805	DMAC2L	promoter_23078					4.02128079867637	TRUE
chr14	50310323	50312822	NM_001003803	DMAC2L	promoter_23079					4.02128079867637	TRUE
chr14	50310323	50312822	NM_001382510	DMAC2L	promoter_23080					4.02128079867637	TRUE
chr14	50667807	50670306	NM_021818	SAV1	promoter_23090	2.61850751061263	5	0	TRUE		
chr14	50943984	50946483	NM_001163940	PYGL	promoter_23099	2.05209868405977	5	0	TRUE		
chr1	47314397	47316896	NM_001377417	STIL	promoter_2310	1.69309607220082	7	0	TRUE		
chr14	50943984	50946483	NM_002863	PYGL	promoter_23100	2.05209868405977	5	0	TRUE		
chr14	51095205	51097704	NM_015163	TRIM9	promoter_23101					3.00601528245285	TRUE
chr14	51095205	51097704	NM_052978	TRIM9	promoter_23102					3.00601528245285	TRUE
chr14	51331392	51333891	NR_038358	LINC00640	promoter_23105	2.20013387133848	5	0.00968425541813671	TRUE		
chr14	52695059	52697558	NM_001382470	ERO1A	promoter_23128	2.21963851991676	9	0	TRUE		
chr14	52695059	52697558	NM_001382476	ERO1A	promoter_23129	2.21963851991676	9	0	TRUE		
chr1	47313648	47316147	NM_001282938	STIL	promoter_2313	1.7173773471795	7	0.00968425541813671	TRUE		
chr14	52695059	52697558	NM_001382464	ERO1A	promoter_23130	2.21963851991676	9	0	TRUE		
chr14	52695059	52697558	NM_001382474	ERO1A	promoter_23131	2.21963851991676	9	0	TRUE		
chr14	52695059	52697558	NM_001382468	ERO1A	promoter_23132	2.21963851991676	9	0	TRUE		
chr14	52695059	52697558	NM_001382471	ERO1A	promoter_23133	2.21963851991676	9	0	TRUE		
chr14	52695059	52697558	NM_001382469	ERO1A	promoter_23134	2.21963851991676	9	0	TRUE		
chr14	52695059	52697558	NM_014584	ERO1A	promoter_23135	2.21963851991676	9	0	TRUE		
chr14	52695059	52697558	NM_001382473	ERO1A	promoter_23136	2.21963851991676	9	0	TRUE		
chr14	52695059	52697558	NM_001382465	ERO1A	promoter_23137	2.21963851991676	9	0	TRUE		
chr14	52695059	52697558	NM_001382466	ERO1A	promoter_23138	2.21963851991676	9	0	TRUE		
chr14	52695059	52697558	NM_001382475	ERO1A	promoter_23139	2.21963851991676	9	0	TRUE		
chr1	47313648	47316147	NM_001282936	STIL	promoter_2314	1.7173773471795	7	0	TRUE		
chr14	52695059	52697558	NM_001382467	ERO1A	promoter_23140	2.21963851991676	9	0	TRUE		
chr14	52695059	52697558	NM_001382472	ERO1A	promoter_23141	2.21963851991676	9	0	TRUE		
chr14	53152824	53155323	NM_001160147	DDHD1	promoter_23151					3.99361724403557	TRUE
chr14	53152824	53155323	NM_001160148	DDHD1	promoter_23152					3.99361724403557	TRUE
chr14	53152824	53155323	NM_030637	DDHD1	promoter_23153					3.99361724403557	TRUE
chr14	53151353	53153852	NR_110062	LOC101927620	promoter_23154					3.99361724403557	TRUE
chr14	53947985	53950484	NR_049843	MIR5580	promoter_23155	2.14915045864669	6	0	TRUE	6.20255705364435	TRUE
chr1	47331789	47334288	NM_001366135	CMPK1	promoter_2317	2.55753714611872	6	0	TRUE	4.38979956204837	TRUE
chr14	54902325	54904824	NM_001024024	GCH1	promoter_23174					3.75388565410925	TRUE
chr14	54902327	54904826	NM_001024071	GCH1	promoter_23175					3.75388565410925	TRUE
chr14	54902327	54904826	NM_001024070	GCH1	promoter_23176					3.75388565410925	TRUE
chr14	54902327	54904826	NM_000161	GCH1	promoter_23177					3.75388565410925	TRUE
chr1	47331789	47334288	NM_001136140	CMPK1	promoter_2318	2.55753714611872	6	0	TRUE	4.38979956204837	TRUE
chr14	55049646	55052145	NM_144578	MAPK1IP1L	promoter_23183					5.11062445362192	TRUE
chr14	55134982	55137481	NR_003225	LGALS3	promoter_23186	2.15158680462493	5	0	TRUE	4.3650646420674	TRUE
chr14	55191086	55193585	NM_014750	DLGAP5	promoter_23188	1.4453823652593	5	0.00351257171785353	TRUE		
chr1	47331789	47334288	NM_016308	CMPK1	promoter_2319	2.55753714611872	6	0	TRUE	4.38979956204837	TRUE
chr14	55578206	55580705	NM_004986	KTN1	promoter_23194	2.05292323943556	5	0	TRUE		
chr1	47331789	47334288	NR_046395	CMPK1	promoter_2320	2.55753714611872	6	0	TRUE	4.38979956204837	TRUE
chr1	47331789	47334288	NR_046394	CMPK1	promoter_2321	2.55753714611872	6	0	TRUE	4.38979956204837	TRUE
chr14	58296503	58299002	NM_023001	ARID4A	promoter_23246					6.00458855424824	TRUE
chr14	58296503	58299002	NM_023000	ARID4A	promoter_23247					6.00458855424824	TRUE
chr14	58296554	58299053	NM_002892	ARID4A	promoter_23248					6.00458855424824	TRUE
chr14	58425384	58427883	NM_001244191	KIAA0586	promoter_23262	1.94349583036576	6	0	TRUE		
chr14	58425399	58427898	NM_001244189	KIAA0586	promoter_23264	1.89480807314861	6	0	TRUE		
chr14	58425399	58427898	NM_001244190	KIAA0586	promoter_23265	1.89480807314861	6	0	TRUE		
chr14	58425718	58428217	NM_001329947	KIAA0586	promoter_23266	1.84404615157742	6	0.00968425541813671	TRUE		
chr14	58425718	58428217	NM_001364700	KIAA0586	promoter_23268	1.84404615157742	6	0	TRUE		
chr14	58425718	58428217	NM_001329943	KIAA0586	promoter_23269	1.84404615157742	6	0.00667457613531605	TRUE		
chr14	58425718	58428217	NM_001329946	KIAA0586	promoter_23273	1.84404615157742	6	0	TRUE		
chr14	58635961	58638460	NM_001079520	DACT1	promoter_23277					3.28897963049154	TRUE
chr14	58635961	58638460	NM_016651	DACT1	promoter_23278					3.28897963049154	TRUE
chr14	59464881	59467380	NM_022571	GPR135	promoter_23285	2.38851881096691	7	0	TRUE	5.08183476111689	TRUE
chr14	61569695	61572194	NR_110417	LINC01303	promoter_23333					4.16915075382704	TRUE
chr14	61568539	61571038	NR_039985	FLJ22447	promoter_23335	2.55985654441246	8	0	TRUE	4.63275085656939	TRUE
chr14	61568539	61571038	NR_039985	FLJ22447	promoter_23335	2.55985654441246	8	0	TRUE	4.63275085656939	TRUE
chr14	61760419	61762918	NM_003082	SNAPC1	promoter_23342	2.76030542432498	7	0	TRUE		
chr14	63507739	63510238	NM_001282181	PPP2R5E	promoter_23357	2.18430615776027	7	0	TRUE		
chr14	63507739	63510238	NM_001282182	PPP2R5E	promoter_23359	2.18430615776027	7	0	TRUE		
chr14	63727566	63730065	NM_030791	SGPP1	promoter_23375	1.62590471432857	5	0	TRUE		
chr14	64386352	64388851	NM_005956	MTHFD1	promoter_23391	2.28237743604725	7	0	TRUE	4.26751517901552	TRUE
chr14	64386352	64388851	NM_001364837	MTHFD1	promoter_23392	2.28237743604725	7	0	TRUE	4.26751517901552	TRUE
chr14	64504714	64507213	NM_001304508	ZBTB25	promoter_23393	1.74870239589423	5	0.00351257171785353	TRUE		
chr14	64499954	64502453	NM_001354684	ZBTB25	promoter_23399	2.71482328244533	15	0	TRUE	4.6177226820446	TRUE
chr14	64504714	64507213	NM_001304507	ZBTB25	promoter_23400	1.74870239589423	5	0.00667457613531605	TRUE		
chr14	64499954	64502453	NM_001354683	ZBTB25	promoter_23402	2.71482328244533	15	0	TRUE	4.6177226820446	TRUE
chr14	64502573	64505072	NM_001123329	ZBTB1	promoter_23403					4.6177226820446	TRUE
chr14	64502769	64505268	NM_014950	ZBTB1	promoter_23404					4.6177226820446	TRUE
chr14	64539869	64542368	NR_110550	LOC102723809	promoter_23405	2.20982965326962	7	0	TRUE		
chr14	64538467	64540966	NM_021979	HSPA2	promoter_23406	2.47335884451573	7	0	TRUE		
chr14	64547960	64550459	NM_172365	PPP1R36	promoter_23407	2.19187920321047	7	0	TRUE		
chr14	64702423	64704922	NM_001308147	PLEKHG3	promoter_23408	2.53643873085912	11	0	TRUE	5.29999737809242	TRUE
chr14	64971837	64974336	NM_001330182	RAB15	promoter_23422	2.32418597393836	5	0	TRUE		
chr14	64971837	64974336	NM_001308154	RAB15	promoter_23423	2.32418597393836	5	0	TRUE		
chr14	64971837	64974336	NM_198686	RAB15	promoter_23424	2.32418597393836	5	0	TRUE		
chr14	65102045	65104544	NM_001271069	MAX	promoter_23426	1.69224469116285	6	0	TRUE		
chr14	65102045	65104544	NM_197957	MAX	promoter_23427	1.69224469116285	6	0	TRUE		
chr14	65102018	65104517	NM_001320415	MAX	promoter_23430	1.69224469116285	6	0	TRUE		
chr14	65102018	65104517	NM_002382	MAX	promoter_23431	1.69224469116285	6	0	TRUE		
chr14	65102018	65104517	NM_145112	MAX	promoter_23432	1.69224469116285	6	0	TRUE		
chr14	65102018	65104517	NM_145113	MAX	promoter_23433	1.69224469116285	6	0	TRUE		
chr14	65102045	65104544	NM_001271068	MAX	promoter_23434	1.69224469116285	6	0	TRUE		
chr14	65102045	65104544	NM_145114	MAX	promoter_23436	1.69224469116285	6	0.00667457613531605	TRUE		
chr14	65334684	65337183	NR_039857	MIR4708	promoter_23439	2.2397035164584	11	0	TRUE		
chr14	67187439	67189938	NM_173526	FAM71D	promoter_23461	1.87767992902291	5	0	TRUE		
chr14	67239434	67241933	NM_022474	MPP5	promoter_23462	2.42807686194902	6	0.00351257171785353	TRUE	4.26161687353999	TRUE
chr14	67239434	67241933	NM_001256550	MPP5	promoter_23463	2.42807686194902	6	0	TRUE	4.26161687353999	TRUE
chr14	67514805	67517304	NM_182526	TMEM229B	promoter_23468	2.21503913764624	9	0	TRUE		
chr14	67514716	67517215	NM_001348544	TMEM229B	promoter_23471	2.03965705724492	8	0	TRUE		
chr14	67514986	67517485	NM_001348549	TMEM229B	promoter_23472	2.18072093626852	9	0	TRUE		
chr14	67514986	67517485	NM_001348548	TMEM229B	promoter_23473	2.18072093626852	9	0.00351257171785353	TRUE		
chr14	67599802	67602301	NM_001363694	PIGH	promoter_23478	2.17535341858971	5	0	TRUE		
chr14	67599769	67602268	NM_004569	PIGH	promoter_23479	2.17535341858971	5	0	TRUE		
chr14	67674133	67676632	NM_006370	VTI1B	promoter_23481	1.87748257008282	6	0	TRUE	4.93988159792084	TRUE
chr14	67699885	67702384	NM_152443	RDH12	promoter_23484	1.82491666388078	5	0	TRUE		
chr14	68628288	68630787	NR_135816	LOC100996664	promoter_23498	2.92244330724464	17	0	TRUE		
chr14	68795744	68798243	NM_001244701	ZFP36L1	promoter_23499	1.82557799602831	5	0	TRUE	4.243238531704	TRUE
chr14	68978803	68981302	NM_001102	ACTN1	promoter_23502	2.70256280287873	10	0	TRUE	4.6933108318207	TRUE
chr14	68978803	68981302	NM_001102	ACTN1	promoter_23502	2.70256280287873	10	0	TRUE	4.6933108318207	TRUE
chr14	68978803	68981302	NM_001130005	ACTN1	promoter_23503	2.70256280287873	10	0	TRUE	4.6933108318207	TRUE
chr14	68978803	68981302	NM_001130005	ACTN1	promoter_23503	2.70256280287873	10	0	TRUE	4.6933108318207	TRUE
chr14	68978803	68981302	NM_001130004	ACTN1	promoter_23504	2.70256280287873	10	0	TRUE	4.6933108318207	TRUE
chr14	68978803	68981302	NM_001130004	ACTN1	promoter_23504	2.70256280287873	10	0	TRUE	4.6933108318207	TRUE
chr14	68977681	68980180	NR_073422	ACTN1-AS1	promoter_23505					4.54687111688669	TRUE
chr14	69767214	69769713	NR_029378	LOC100289511	promoter_23529	2.91336796292282	6	0	TRUE	5.7771291245238	TRUE
chr14	69765141	69767640	NM_006925	SRSF5	promoter_23530	1.80021419825027	6	0	TRUE		
chr14	69765141	69767640	NM_001320214	SRSF5	promoter_23531	1.80021419825027	6	0	TRUE		
chr14	69765141	69767640	NM_001039465	SRSF5	promoter_23532	1.80021419825027	6	0	TRUE		
chr14	71436938	71439437	NM_001284247	SIPA1L1	promoter_23577	1.95399924822745	6	0	TRUE		
chr14	72924463	72926962	NM_001352448	DCAF4	promoter_23620	2.69498703149038	13	0	TRUE	4.97992578205247	TRUE
chr14	72924463	72926962	NM_001352447	DCAF4	promoter_23621	2.69498703149038	13	0	TRUE	4.97992578205247	TRUE
chr14	72924463	72926962	NM_015604	DCAF4	promoter_23622	2.69498703149038	13	0	TRUE	4.97992578205247	TRUE
chr14	72924463	72926962	NR_147990	DCAF4	promoter_23623	2.69498703149038	13	0	TRUE	4.97992578205247	TRUE
chr14	72924463	72926962	NM_001163508	DCAF4	promoter_23624	2.69498703149038	13	0	TRUE	4.97992578205247	TRUE
chr14	72924463	72926962	NM_001163509	DCAF4	promoter_23625	2.69498703149038	13	0	TRUE	4.97992578205247	TRUE
chr14	72924463	72926962	NM_001352449	DCAF4	promoter_23626	2.69498703149038	13	0	TRUE	4.97992578205247	TRUE
chr14	72924463	72926962	NM_181341	DCAF4	promoter_23627	2.69498703149038	13	0	TRUE	4.97992578205247	TRUE
chr14	72924463	72926962	NM_181340	DCAF4	promoter_23628	2.69498703149038	13	0	TRUE	4.97992578205247	TRUE
chr14	73235505	73238004	NM_001365906	PAPLN	promoter_23636	2.30626974211759	9	0	TRUE		
chr14	73235505	73238004	NR_158677	PAPLN	promoter_23637	2.30626974211759	9	0	TRUE		
chr14	73235505	73238004	NR_158678	PAPLN	promoter_23638	2.30626974211759	9	0	TRUE		
chr14	73235505	73238004	NM_173462	PAPLN	promoter_23639	2.30626974211759	9	0	TRUE		
chr14	73237772	73240271	NM_001365907	PAPLN	promoter_23640	1.73371154692041	5	0	TRUE		
chr14	73245502	73248001	NR_135248	LOC101928123	promoter_23641	2.6812134509956	8	0	TRUE	4.66018340909637	TRUE
chr14	73458081	73460580	NM_001005745	NUMB	promoter_23642	1.56681326418149	6	0	TRUE		
chr14	73458081	73460580	NM_001005743	NUMB	promoter_23643	1.56681326418149	6	0	TRUE		
chr14	73458081	73460580	NM_001005744	NUMB	promoter_23644	1.56681326418149	6	0.00968425541813671	TRUE		
chr14	73458081	73460580	NM_001320114	NUMB	promoter_23645	1.56681326418149	6	0.00968425541813671	TRUE		
chr14	73463143	73465642	NR_135251	LOC101928143	promoter_23647	2.2186825892248	8	0	TRUE		
chr14	73565619	73568118	NR_046028	ACOT2	promoter_23652	2.42533756318062	5	0	TRUE		
chr14	73567058	73569557	NM_001364178	ACOT2	promoter_23653	2.75536565258579	10	0	TRUE		
chr14	73567058	73569557	NM_001364177	ACOT2	promoter_23654	2.75536565258579	10	0	TRUE		
chr14	73567212	73569711	NM_006821	ACOT2	promoter_23655	2.76614529886799	10	0	TRUE		
chr14	73589705	73592204	NM_152331	ACOT4	promoter_23656	2.06618056039105	7	0	TRUE		
chr14	73756746	73759245	NR_039727	MIR4505	promoter_23666	1.5632113274143	6	0	TRUE		
chr1	51234597	51237096	NR_147076	LINC01562	promoter_2368					3.85049044067367	TRUE
chr14	73884858	73887357	NR_040251	ZNF410	promoter_23683					4.64503632196111	TRUE
chr14	73884858	73887357	NM_021188	ZNF410	promoter_23684					4.64503632196111	TRUE
chr14	73884858	73887357	NM_001242928	ZNF410	promoter_23685					4.64503632196111	TRUE
chr14	73884858	73887357	NM_001242926	ZNF410	promoter_23686					4.64503632196111	TRUE
chr14	73884858	73887357	NM_001242927	ZNF410	promoter_23687					4.64503632196111	TRUE
chr14	73884858	73887357	NM_001242924	ZNF410	promoter_23688					4.64503632196111	TRUE
chr14	73949595	73952094	NM_152445	FAM161B	promoter_23689	1.81819797721761	7	0.00351257171785353	TRUE		
chr1	51234272	51236771	NM_014372	RNF11	promoter_2369	1.91004199115754	5	0	TRUE	3.85049044067367	TRUE
chr1	51297462	51299961	NM_001297667	TTC39A	promoter_2371	2.22947515207402	7	0	TRUE	5.6975988122787	TRUE
chr1	51297462	51299961	NM_001297666	TTC39A	promoter_2374	2.22947515207402	7	0	TRUE	5.6975988122787	TRUE
chr14	74611738	74614237	NM_000428	LTBP2	promoter_23755	1.75804690244051	6	0	TRUE		
chr14	74921943	74924442	NR_163406	RPS6KL1	promoter_23775	2.4269646963689	8	0	TRUE		
chr14	74955265	74957764	NM_001293643	PGF	promoter_23778	2.81311537476198	11	0	TRUE	5.62782553667414	TRUE
chr14	74955265	74957764	NM_002632	PGF	promoter_23779	2.81311537476198	11	0	TRUE	5.62782553667414	TRUE
chr14	74955265	74957764	NM_001207012	PGF	promoter_23780	2.81311537476198	11	0	TRUE	5.62782553667414	TRUE
chr14	75068991	75071490	NM_001302617	ACYP1	promoter_23784	2.63102219724274	5	0	TRUE		
chr14	75068991	75071490	NR_126394	ACYP1	promoter_23786	2.63102219724274	5	0	TRUE		
chr14	75067640	75070139	NM_001042430	ZC2HC1C	promoter_23790	2.93115199323202	12	0	TRUE	4.5603989468601	TRUE
chr14	75067640	75070139	NM_024643	ZC2HC1C	promoter_23791	2.93115199323202	12	0	TRUE	4.5603989468601	TRUE
chr14	75067640	75070139	NR_110315	ZC2HC1C	promoter_23792	2.93115199323202	12	0	TRUE	4.5603989468601	TRUE
chr14	75067640	75070139	NM_001330191	ZC2HC1C	promoter_23793	2.93115199323202	12	0	TRUE	4.5603989468601	TRUE
chr14	75276827	75279326	NM_005252	FOS	promoter_23798					4.39626822826374	TRUE
chr14	75292403	75294902	NR_038421	LINC01220	promoter_23799	2.19015042884637	8	0	TRUE	4.57380763336034	TRUE
chr14	75425723	75428222	NM_001135047	JDP2	promoter_23800	2.79552573262975	14	0	TRUE		
chr14	75426021	75428520	NM_001135048	JDP2	promoter_23801	2.72570393019771	13	0	TRUE		
chr14	75426356	75428855	NM_130469	JDP2	promoter_23802	2.49216458491293	10	0	TRUE		
chr14	75430133	75432632	NM_001135049	JDP2	promoter_23803	3.01583996760208	18	0	TRUE	5.13496565276746	TRUE
chr14	75430133	75432632	NM_001135049	JDP2	promoter_23803	3.01583996760208	18	0	TRUE	5.13496565276746	TRUE
chr14	75579089	75581588	NR_110552	LOC102724153	promoter_23805	2.52932917902894	13	0	TRUE	4.93990896442243	TRUE
chr14	75576619	75579118	NM_017791	FLVCR2	promoter_23806					4.93990896442243	TRUE
chr14	75982512	75985011	NM_001329939	TGFB3	promoter_23810	2.44945818797095	9	0	TRUE	5.14943607883783	TRUE
chr14	75981496	75983995	NM_003239	TGFB3	promoter_23811	2.4248103173041	9	0	TRUE	4.70509902341901	TRUE
chr14	75981496	75983995	NM_003239	TGFB3	promoter_23811	2.4248103173041	9	0	TRUE	4.70509902341901	TRUE
chr14	75981496	75983995	NM_001329938	TGFB3	promoter_23812	2.4248103173041	9	0	TRUE	4.70509902341901	TRUE
chr14	75981496	75983995	NM_001329938	TGFB3	promoter_23812	2.4248103173041	9	0	TRUE	4.70509902341901	TRUE
chr14	75983752	75986251	NR_045664	IFT43	promoter_23813					5.14943607883783	TRUE
chr14	75983752	75986251	NR_045665	IFT43	promoter_23814					5.14943607883783	TRUE
chr14	75983762	75986261	NM_001255995	IFT43	promoter_23815					5.14943607883783	TRUE
chr14	75983762	75986261	NM_001102564	IFT43	promoter_23816					5.14943607883783	TRUE
chr14	75983762	75986261	NM_052873	IFT43	promoter_23817					5.14943607883783	TRUE
chr1	51615091	51617590	NM_148908	OSBPL9	promoter_2382					4.18741984963648	TRUE
chr1	51615091	51617590	NR_036662	OSBPL9	promoter_2383					4.18741984963648	TRUE
chr14	76759467	76761966	NM_014909	VASH1	promoter_23830					3.93094216958034	TRUE
chr1	51615091	51617590	NM_001350208	OSBPL9	promoter_2384					4.18741984963648	TRUE
chr14	76957637	76960136	NR_133913	LINC01629	promoter_23843	2.39205072280002	7	0	TRUE		
chr14	77028209	77030708	NM_024496	IRF2BPL	promoter_23844	2.24228012928466	7	0	TRUE		
chr14	77033707	77036206	NR_169510	LOC105370579	promoter_23845	2.10877842952269	5	0	TRUE		
chr14	77096257	77098756	NM_033426	CIPC	promoter_23848	1.96718258259884	5	0	TRUE		
chr1	51615091	51617590	NM_148909	OSBPL9	promoter_2385					4.18741984963648	TRUE
chr1	51615091	51617590	NM_001350209	OSBPL9	promoter_2386					4.18741984963648	TRUE
chr1	51615091	51617590	NM_148906	OSBPL9	promoter_2387					4.18741984963648	TRUE
chr1	51615091	51617590	NM_024586	OSBPL9	promoter_2388					4.18741984963648	TRUE
chr14	80941239	80943738	NR_157142	CEP128	promoter_23915	1.67534647753316	6	0.00667457613531605	TRUE		
chr14	81220891	81223390	NM_201595	GTF2A1	promoter_23920	2.190158978345	7	0.00351257171785353	TRUE	4.56691972437424	TRUE
chr14	81220460	81222959	NM_001278940	GTF2A1	promoter_23921	2.15868950650029	7	0	TRUE	4.56691972437424	TRUE
chr14	81220460	81222959	NM_015859	GTF2A1	promoter_23922	2.15868950650029	7	0	TRUE	4.56691972437424	TRUE
chr14	81219217	81221716	NR_135252	LOC101928504	promoter_23924					4.56691972437424	TRUE
chr14	88792454	88794953	NM_183387	EML5	promoter_23990	1.26191398920182	5	0.00968425541813671	TRUE		
chr14	88792454	88794953	NM_001385116	EML5	promoter_23991	1.26191398920182	5	0.00968425541813671	TRUE		
chr14	89618666	89621165	NM_001085471	FOXN3	promoter_24003	2.57823318021829	11	0	TRUE	4.55721676481954	TRUE
chr14	89618666	89621165	NM_001085471	FOXN3	promoter_24003	2.57823318021829	11	0	TRUE	4.55721676481954	TRUE
chr14	89574215	89576714	NR_024620	FOXN3-AS2	promoter_24005	2.3343029249143	11	0	TRUE		
chr14	90255938	90258437	NM_001330212	PSMC1	promoter_24016	2.06871675804743	6	0	TRUE		
chr14	90331442	90333941	NM_017970	NRDE2	promoter_24017	2.29982078693954	7	0	TRUE	4.61892786790754	TRUE
chr14	90453229	90455728	NR_033986	LINC00642	promoter_24023	2.61635058261934	10	0	TRUE		
chr14	90516710	90519209	NR_135274	LOC105370619	promoter_24024	2.61868611418974	15	0	TRUE		
chr14	90815931	90818430	NM_001010854	TTC7B	promoter_24025	2.45064185255758	7	0	TRUE		
chr14	90815918	90818417	NM_001320421	TTC7B	promoter_24026	2.30668011602942	7	0	TRUE		
chr14	90695332	90697831	NR_135190	LOC105370622	promoter_24028	2.04177453626971	8	0	TRUE	4.79984484527715	TRUE
chr14	91058282	91060781	NM_001358310	DGLUCY	promoter_24043	2.51559424588341	10	0	TRUE		
chr14	91058282	91060781	NM_001358312	DGLUCY	promoter_24044	2.51559424588341	10	0	TRUE		
chr14	91058282	91060781	NM_001358311	DGLUCY	promoter_24045	2.51559424588341	10	0	TRUE		
chr14	91112012	91114511	NM_001286472	DGLUCY	promoter_24046	2.7411953367381	8	0	TRUE		
chr14	91112012	91114511	NM_001102369	DGLUCY	promoter_24047	2.7411953367381	8	0	TRUE		
chr14	91112012	91114511	NM_001102366	DGLUCY	promoter_24048	2.7411953367381	8	0	TRUE		
chr14	91112012	91114511	NM_024952	DGLUCY	promoter_24049	2.7411953367381	8	0	TRUE		
chr14	91112012	91114511	NM_001286470	DGLUCY	promoter_24050	2.7411953367381	8	0	TRUE		
chr14	91112072	91114571	NM_001286473	DGLUCY	promoter_24051	2.7411953367381	8	0	TRUE		
chr14	91112072	91114571	NM_001102368	DGLUCY	promoter_24052	2.7411953367381	8	0	TRUE		
chr14	91112634	91115133	NM_001102367	DGLUCY	promoter_24053	2.45340569901875	8	0	TRUE		
chr14	91112699	91115198	NM_001286471	DGLUCY	promoter_24054	2.43647888445141	7	0	TRUE		
chr14	91124425	91126924	NR_003709	SNORA11B	promoter_24055	2.1239981385151	6	0	TRUE		
chr14	91253381	91255880	NM_001348437	GPR68	promoter_24056	2.98854863159473	17	0	TRUE		
chr14	91244205	91246704	NM_001177676	GPR68	promoter_24057	2.33595088609807	10	0	TRUE	4.39337217417177	TRUE
chr14	91253381	91255880	NM_003485	GPR68	promoter_24058	2.98854863159473	17	0	TRUE		
chr1	52365706	52368205	NM_032449	CC2D1B	promoter_2409	2.26964051944899	10	0	TRUE		
chr1	52365706	52368205	NM_001330585	CC2D1B	promoter_2410	2.26964051944899	10	0	TRUE		
chr14	92511780	92514279	NM_024832	RIN3	promoter_24120	2.54926971037346	7	0	TRUE	5.13463541074462	TRUE
chr14	93036475	93038974	NM_001363707	ITPK1	promoter_24133	2.14905974431574	6	0	TRUE		
chr14	93065451	93067950	NR_002808	ITPK1-AS1	promoter_24134	2.09133598437662	6	0	TRUE		
chr1	52552593	52555092	NM_001009881	TUT4	promoter_2415	2.44732434966059	5	0	TRUE	4.99374467253154	TRUE
chr1	52552591	52555090	NM_015269	TUT4	promoter_2416	2.44732434966059	5	0	TRUE	4.99374467253154	TRUE
chr14	94108735	94111234	NM_001288952	IFI27	promoter_24166	2.03857631008251	8	0	TRUE		
chr14	94108735	94111234	NM_001288959	IFI27	promoter_24167	2.03857631008251	8	0	TRUE		
chr14	94108735	94111234	NM_001288960	IFI27	promoter_24168	2.03857631008251	8	0	TRUE		
chr14	94108735	94111234	NM_001288995	IFI27	promoter_24169	2.03857631008251	8	0	TRUE		
chr1	52600370	52602869	NM_015696	GPX7	promoter_2417					3.56403578351477	TRUE
chr14	94108735	94111234	NM_001130080	IFI27	promoter_24170	2.03857631008251	8	0	TRUE		
chr14	94108735	94111234	NM_001288958	IFI27	promoter_24171	2.03857631008251	8	0	TRUE		
chr14	94108735	94111234	NM_005532	IFI27	promoter_24172	2.03857631008251	8	0	TRUE		
chr14	94108735	94111234	NM_001366994	IFI27	promoter_24173	2.03857631008251	8	0	TRUE		
chr14	94108735	94111234	NM_001288954	IFI27	promoter_24174	2.03857631008251	8	0	TRUE		
chr14	94108735	94111234	NM_001288956	IFI27	promoter_24175	2.03857631008251	8	0	TRUE		
