chr	start	end	geneID	geneSymbol	symbol	LTMeanCnt	LTCountValid	LTadjPval	enrichSig	SigPeakValue	ovSig
chr16	81236688	81239187	NM_017429	BCO1	promoter_31043	2.13426184876264	9	0	TRUE	NA	NA
chr16	81493353	81495852	NM_030629	CMIP	promoter_31048	2.35014329199907	9	0	TRUE	NA	NA
chr16	81609347	81611846	NR_106759	MIR6504	promoter_31050	1.90481454792031	6	0	TRUE	NA	NA
chr16	85061211	85063710	NM_001286565	KIAA0513	promoter_31111	2.39986321147245	7	0	TRUE	NA	NA
chr16	85897161	85899660	NM_002163	IRF8	promoter_31136	2.15701096014201	7	0	TRUE	NA	NA
chr16	85900829	85903328	NM_001363907	IRF8	promoter_31137	2.01223868708021	7	0	TRUE	NA	NA
chr16	85901014	85903513	NM_001363908	IRF8	promoter_31138	2.14813945797806	7	0	TRUE	NA	NA
chr16	87383277	87385776	NM_024735	FBXO31	promoter_31169	1.78217603862325	6	0	TRUE	NA	NA
chr16	87778649	87781148	NR_120309	LOC102724467	promoter_31183	2.38357751214904	16	0	TRUE	NA	NA
chr16	87869008	87871507	NM_003486	SLC7A5	promoter_31184	1.94730072265568	6	0	TRUE	NA	NA
chr16	87834161	87836660	NR_106833	MIR6775	promoter_31185	1.91451930082638	5	0.00510653173873046	TRUE	NA	NA
chr16	87851895	87854394	NR_162122	MIR11401	promoter_31186	2.27373013384823	10	0	TRUE	NA	NA
chr16	87947237	87949736	NM_001384936	BANP	promoter_31191	2.00390430982313	6	0	TRUE	NA	NA
chr16	87947237	87949736	NM_001384931	BANP	promoter_31192	2.00390430982313	6	0	TRUE	NA	NA
chr16	87947237	87949736	NM_001384941	BANP	promoter_31193	2.00390430982313	6	0	TRUE	NA	NA
chr16	87947237	87949736	NM_001384916	BANP	promoter_31194	2.00390430982313	6	0	TRUE	NA	NA
chr16	87947237	87949736	NM_001384918	BANP	promoter_31195	2.00390430982313	6	0	TRUE	NA	NA
chr16	87947237	87949736	NM_001384921	BANP	promoter_31196	2.00390430982313	6	0	TRUE	NA	NA
chr16	87947237	87949736	NM_001384925	BANP	promoter_31197	2.00390430982313	6	0	TRUE	NA	NA
chr16	87948460	87950959	NM_001384922	BANP	promoter_31198	2.14205126392321	5	0	TRUE	NA	NA
chr16	87948460	87950959	NM_001384919	BANP	promoter_31199	2.14205126392321	5	0	TRUE	NA	NA
chr16	87948460	87950959	NM_001384928	BANP	promoter_31200	2.14205126392321	5	0	TRUE	NA	NA
chr16	87957870	87960369	NM_001173542	BANP	promoter_31218	2.00547970103528	5	0	TRUE	NA	NA
chr16	87968017	87970516	NM_001173543	BANP	promoter_31219	2.10085209744782	10	0	TRUE	NA	NA
chr1	88891068	88893567	NM_001514	GTF2B	promoter_3122	1.62078911257373	7	0	TRUE	NA	NA
chr16	87975152	87977651	NM_001384940	BANP	promoter_31220	1.68733545706596	6	0	TRUE	NA	NA
chr1	88992249	88994748	NR_146183	KYAT3	promoter_3123	1.7468302963086	6	0.00510653173873046	TRUE	NA	NA
chr16	88703082	88705581	NM_001171816	RNF166	promoter_31236	1.67996466158306	6	0	TRUE	NA	NA
chr1	88992249	88994748	NR_146185	KYAT3	promoter_3124	1.7468302963086	6	0.00510653173873046	TRUE	NA	NA
chr1	88992461	88994960	NR_146184	KYAT3	promoter_3125	1.81763285856236	8	0.00510653173873046	TRUE	NA	NA
chr1	88992461	88994960	NM_001349448	KYAT3	promoter_3127	1.81763285856236	8	0.00510653173873046	TRUE	NA	NA
chr1	88992461	88994960	NM_001008662	KYAT3	promoter_3128	1.81763285856236	8	0.00510653173873046	TRUE	NA	NA
chr1	88992461	88994960	NM_001349447	KYAT3	promoter_3129	1.81763285856236	8	0	TRUE	NA	NA
chr1	88992249	88994748	NM_001349450	KYAT3	promoter_3130	1.7468302963086	6	0.00510653173873046	TRUE	NA	NA
chr16	89318451	89320950	NR_168302	LOC100287036	promoter_31304	2.20756702332811	8	0	TRUE	NA	NA
chr16	89428917	89431416	NR_110931	LOC101927817	promoter_31305	3.42213778030459	17	0	TRUE	NA	NA
chr16	89428917	89431416	NR_110932	LOC101927817	promoter_31306	3.42213778030459	17	0	TRUE	NA	NA
chr16	89506387	89508886	NM_001363850	SPG7	promoter_31307	2.37420400079772	5	0	TRUE	NA	NA
chr16	89506402	89508901	NM_003119	SPG7	promoter_31308	2.30047042320614	5	0	TRUE	NA	NA
chr16	89506402	89508901	NM_199367	SPG7	promoter_31309	2.30047042320614	5	0	TRUE	NA	NA
chr1	88992130	88994629	NM_001008661	KYAT3	promoter_3131	1.76262401834214	6	0	TRUE	NA	NA
chr16	89558656	89561155	NM_001243131	RPL13	promoter_31310	1.90730290614562	7	0	TRUE	NA	NA
chr16	89558681	89561180	NM_000977	RPL13	promoter_31311	1.91549823208063	7	0	TRUE	NA	NA
chr16	89558710	89561209	NM_033251	RPL13	promoter_31312	1.91549823208063	7	0	TRUE	NA	NA
chr1	88992130	88994629	NM_001162536	RBMXL1	promoter_3132	1.76262401834214	6	0	TRUE	NA	NA
chr1	88992461	88994960	NM_019610	RBMXL1	promoter_3133	1.81763285856236	8	0	TRUE	NA	NA
chr16	89826474	89828973	NM_032451	SPIRE2	promoter_31347	1.538814294035	5	0	TRUE	NA	NA
chr16	89871591	89874090	NM_014972	TCF25	promoter_31348	1.84865332453953	5	0	TRUE	NA	NA
chr16	90047126	90049625	NR_027335	URAHP	promoter_31376	1.56189915221119	5	0	TRUE	NA	NA
chr16	90047284	90049783	NR_027336	URAHP	promoter_31377	1.58699898106433	5	0	TRUE	NA	NA
chr16_KI270853v1_alt	539755	542254	NM_006985	NPIPA1	promoter_31435	1.71248668285883	5	0	TRUE	NA	NA
chr16_KI270853v1_alt	742303	744802	NR_103772	LOC100288162	promoter_31456	1.76534907423136	6	0	TRUE	NA	NA
chr16_KI270853v1_alt	1158257	1160756	NM_001142469	BMERB1	promoter_31499	1.93233842843387	6	0	TRUE	NA	NA
chr16_KI270853v1_alt	1268609	1271108	NR_106761	MIR6506	promoter_31503	1.75965972542378	5	0.00510653173873046	TRUE	NA	NA
chr16_KI270853v1_alt	1972194	1974693	NR_146336	PKD1P4-NPIPA8	promoter_31538	1.88121179597406	10	0	TRUE	NA	NA
chr16_KI270855v1_alt	178161	180660	NM_001351994	NMRAL1	promoter_31572	2.17063565953877	6	0	TRUE	NA	NA
chr1	91021009	91023508	NM_016620	ZNF644	promoter_3169	2.27020657175601	6	0	TRUE	NA	NA
chr1	6360215	6362714	NM_181865	ACOT7	promoter_317	1.96504385749234	5	0	TRUE	NA	NA
chr1	91021756	91024255	NM_032186	ZNF644	promoter_3170	2.23554603506092	6	0	TRUE	NA	NA
chr1	91021536	91024035	NM_201269	ZNF644	promoter_3171	2.40974666076561	6	0	TRUE	NA	NA
chr17	408324	410823	NM_001013672	C17orf97	promoter_31723	1.62248160515861	5	0.00510653173873046	TRUE	NA	NA
chr17	907631	910130	NR_135633	LOC101927727	promoter_31744	1.9705819724383	7	0	TRUE	NA	NA
chr17	1229223	1231722	NM_001322841	ABR	promoter_31746	1.84111762436135	6	0	TRUE	NA	NA
chr17	1709878	1712377	NM_001164407	TLCD2	promoter_31781	1.77842457233338	6	0	TRUE	NA	NA
chr17	1769670	1772169	NM_001329905	SERPINF1	promoter_31797	2.34281223939979	7	0	TRUE	NA	NA
chr17	2230677	2233176	NR_110888	LOC101927839	promoter_31820	2.08443627304807	7	0	TRUE	NA	NA
chr17	2711521	2714020	NM_001366662	CLUH	promoter_31833	2.52137472928921	11	0	TRUE	NA	NA
chr17	2711265	2713764	NM_001366661	CLUH	promoter_31834	2.61102659343012	11	0	TRUE	NA	NA
chr17	2711265	2713764	NM_015229	CLUH	promoter_31835	2.61102659343012	11	0	TRUE	NA	NA
chr17	3557313	3559812	NM_001258205	TRPV3	promoter_31869	1.62276680426743	6	0	TRUE	NA	NA
chr17	3557313	3559812	NM_145068	TRPV3	promoter_31870	1.62276680426743	6	0	TRUE	NA	NA
chr17	3634759	3637258	NM_001374493	CTNS	promoter_31877	2.08050472648032	5	0	TRUE	NA	NA
chr17	3800689	3803188	NM_002208	ITGAE	promoter_31892	2.07247461153335	7	0	TRUE	NA	NA
chr17	3721902	3724401	NM_031965	HASPIN	promoter_31893	2.18446898261962	5	0	TRUE	NA	NA
chr17	3890244	3892743	NM_172206	CAMKK1	promoter_31895	1.37726068713978	5	0.00510653173873046	TRUE	NA	NA
chr17	3963965	3966464	NM_174956	ATP2A3	promoter_31899	1.4937781207379	7	0	TRUE	NA	NA
chr17	3963938	3966437	NM_005173	ATP2A3	promoter_31900	1.4937781207379	7	0	TRUE	NA	NA
chr17	3963938	3966437	NM_174958	ATP2A3	promoter_31901	1.4937781207379	7	0	TRUE	NA	NA
chr17	3963938	3966437	NM_174957	ATP2A3	promoter_31902	1.4937781207379	7	0	TRUE	NA	NA
chr17	3963938	3966437	NM_174955	ATP2A3	promoter_31903	1.4937781207379	7	0	TRUE	NA	NA
chr17	4560078	4562577	NM_001122890	GGT6	promoter_31922	1.63625331752361	6	0	TRUE	NA	NA
chr17	4560078	4562577	NM_153338	GGT6	promoter_31923	1.63625331752361	6	0	TRUE	NA	NA
chr17	4560078	4562577	NM_001288704	GGT6	promoter_31924	1.63625331752361	6	0	TRUE	NA	NA
chr17	4560078	4562577	NM_001288703	GGT6	promoter_31925	1.63625331752361	6	0	TRUE	NA	NA
chr17	4560078	4562577	NM_001288702	GGT6	promoter_31926	1.63625331752361	6	0	TRUE	NA	NA
chr17	4739429	4741928	NM_022059	CXCL16	promoter_31945	1.95167332054959	5	0	TRUE	NA	NA
chr17	4739429	4741928	NM_001100812	CXCL16	promoter_31946	1.95167332054959	5	0	TRUE	NA	NA
chr17	4737832	4740331	NM_001136046	ZMYND15	promoter_31947	1.92219160809465	6	0	TRUE	NA	NA
chr17	4738014	4740513	NM_001267822	ZMYND15	promoter_31948	2.08125956254586	7	0	TRUE	NA	NA
chr17	4738014	4740513	NM_032265	ZMYND15	promoter_31949	2.08125956254586	7	0	TRUE	NA	NA
chr17	4930276	4932775	NM_000173	GP1BA	promoter_31968	1.85944399180666	6	0	TRUE	NA	NA
chr1	778135	780634	NR_168328	LOC100288069	promoter_32	1.89667474539853	8	0	TRUE	NA	NA
chr1	92784609	92787108	NM_001350198	EVI5	promoter_3201	2.40596963158003	8	0	TRUE	NA	NA
chr17	5234361	5236860	NM_001271842	SCIMP	promoter_32027	1.73415121482849	6	0	TRUE	NA	NA
chr17	5234361	5236860	NM_207103	SCIMP	promoter_32028	1.73415121482849	6	0	TRUE	NA	NA
chr17	5234361	5236860	NM_001319190	SCIMP	promoter_32029	1.73415121482849	6	0	TRUE	NA	NA
chr1	92784609	92787108	NM_001377213	EVI5	promoter_3203	2.40596963158003	8	0	TRUE	NA	NA
chr1	92784609	92787108	NM_001377212	EVI5	promoter_3204	2.40596963158003	8	0	TRUE	NA	NA
chr1	92784609	92787108	NM_001377211	EVI5	promoter_3205	2.40596963158003	8	0	TRUE	NA	NA
chr1	92784609	92787108	NM_001377210	EVI5	promoter_3206	2.40596963158003	8	0	TRUE	NA	NA
chr1	92784609	92787108	NM_001350197	EVI5	promoter_3207	2.40596963158003	8	0	TRUE	NA	NA
chr17	6712870	6715369	NM_177550	SLC13A5	promoter_32092	1.85097313198474	5	0	TRUE	NA	NA
chr17	6712870	6715369	NM_001143838	SLC13A5	promoter_32093	1.85097313198474	5	0	TRUE	NA	NA
chr17	6712870	6715369	NM_001284510	SLC13A5	promoter_32094	1.85097313198474	5	0	TRUE	NA	NA
chr1	92838718	92841217	NR_002444	SNORA66	promoter_3212	2.0782991491222	5	0	TRUE	NA	NA
chr17	7179065	7181564	NM_001197216	ASGR1	promoter_32134	2.13142402534331	8	0	TRUE	NA	NA
chr17	7178871	7181370	NM_001671	ASGR1	promoter_32135	1.961841756936	6	0	TRUE	NA	NA
chr17	7234018	7236517	NM_004422	DVL2	promoter_32149	1.77484453467322	5	0.00510653173873046	TRUE	NA	NA
chr17	7261979	7264478	NM_001307	CLDN7	promoter_32161	1.83512195949077	5	0	TRUE	NA	NA
chr17	7262446	7264945	NM_001185023	CLDN7	promoter_32162	2.07489861452093	9	0	TRUE	NA	NA
chr17	7262694	7265193	NM_001185022	CLDN7	promoter_32163	2.25188172525149	11	0	TRUE	NA	NA
chr17	7294140	7296639	NM_015982	YBX2	promoter_32165	1.73972416203955	5	0	TRUE	NA	NA
chr17	7304998	7307497	NM_001143760	EIF5A	promoter_32166	1.86186328592796	5	0	TRUE	NA	NA
chr17	7305001	7307500	NM_001370420	EIF5A	promoter_32167	1.86186328592796	5	0	TRUE	NA	NA
chr17	7305627	7308126	NM_001970	EIF5A	promoter_32168	1.73732732360769	5	0	TRUE	NA	NA
chr17	7394026	7396525	NM_001369421	PLSCR3	promoter_32184	1.56189053582071	5	0.0094273097826087	TRUE	NA	NA
chr17	7394026	7396525	NM_001369407	PLSCR3	promoter_32186	1.56189053582071	5	0.00510653173873046	TRUE	NA	NA
chr17	7394026	7396525	NM_020360	PLSCR3	promoter_32187	1.56189053582071	5	0.00510653173873046	TRUE	NA	NA
chr17	7394026	7396525	NM_001369420	PLSCR3	promoter_32188	1.56189053582071	5	0.0094273097826087	TRUE	NA	NA
chr17	7394026	7396525	NM_001201576	PLSCR3	promoter_32189	1.56189053582071	5	0.00510653173873046	TRUE	NA	NA
chr17	7437511	7440010	NM_004112	FGF11	promoter_32199	1.87774134035673	6	0.0094273097826087	TRUE	NA	NA
chr17	7556291	7558790	NM_001198623	TNFSF13	promoter_32210	1.55440575015049	5	0	TRUE	NA	NA
chr17	7556291	7558790	NM_001198622	TNFSF13	promoter_32211	1.55440575015049	5	0	TRUE	NA	NA
chr17	7556291	7558790	NM_001198624	TNFSF13	promoter_32212	1.55440575015049	5	0	TRUE	NA	NA
chr17	7556291	7558790	NR_073490	TNFSF13	promoter_32213	1.55440575015049	5	0	TRUE	NA	NA
chr17	7556291	7558790	NM_172088	TNFSF13	promoter_32214	1.55440575015049	5	0	TRUE	NA	NA
chr17	7556291	7558790	NM_172087	TNFSF13	promoter_32215	1.55440575015049	5	0	TRUE	NA	NA
chr17	7575954	7578453	NR_002912	SNORA67	promoter_32222	2.42678770875065	7	0	TRUE	NA	NA
chr17	7583019	7585518	NR_136403	LOC100996842	promoter_32225	1.96952244640205	8	0	TRUE	NA	NA
chr17	7583019	7585518	NM_001322800	LOC100996842	promoter_32226	1.96952244640205	8	0.00510653173873046	TRUE	NA	NA
chr17	7581646	7584145	NM_001330073	MPDU1	promoter_32229	1.85424761513185	5	0	TRUE	NA	NA
chr17	7581646	7584145	NR_024603	MPDU1	promoter_32230	1.85424761513185	5	0	TRUE	NA	NA
chr17	7581851	7584350	NM_004870	MPDU1	promoter_32231	1.81729354384857	5	0	TRUE	NA	NA
chr17	7648925	7651424	NM_001678	ATP1B2	promoter_32247	1.74591976136687	5	0	TRUE	NA	NA
chr17	7853065	7855564	NM_001319941	TMEM88	promoter_32273	1.83174206919742	5	0	TRUE	NA	NA
chr17	7853065	7855564	NM_203411	TMEM88	promoter_32274	1.83174206919742	5	0	TRUE	NA	NA
chr17	7886788	7889287	NM_005852	CHD3	promoter_32283	1.89783858261049	6	0	TRUE	NA	NA
chr17	7915819	7918318	NR_152444	RNF227	promoter_32285	NA	NA	NA	NA	3.3239588101576	TRUE
chr17	7915790	7918289	NM_001358699	RNF227	promoter_32286	NA	NA	NA	NA	3.3239588101576	TRUE
chr17	8223544	8226043	NR_026951	LINC00324	promoter_32338	1.84271968045987	6	0	TRUE	NA	NA
chr17	8294901	8297400	NM_201520	SLC25A35	promoter_32342	1.74614135214757	7	0.0094273097826087	TRUE	NA	NA
chr17	8294901	8297400	NR_135483	SLC25A35	promoter_32343	1.74614135214757	7	0	TRUE	NA	NA
chr17	8294901	8297400	NM_001320871	SLC25A35	promoter_32344	1.74614135214757	7	0	TRUE	NA	NA
chr1	93613598	93616097	NM_001261410	BCAR3	promoter_3235	2.26197602162732	12	0	TRUE	NA	NA
chr17	8294844	8297343	NM_001320877	SLC25A35	promoter_32351	1.7761994786541	7	0.0094273097826087	TRUE	NA	NA
chr17	8294901	8297400	NM_001320870	SLC25A35	promoter_32352	1.74614135214757	7	0	TRUE	NA	NA
chr1	93589967	93592466	NR_034091	BCAR3-AS1	promoter_3237	1.71419724271529	5	0	TRUE	NA	NA
chr1	93878707	93881206	NM_014597	DNTTIP2	promoter_3240	2.05331012463378	5	0	TRUE	NA	NA
chr17	15562984	15565483	NM_001204478	TVP23C-CDRT4	promoter_32474	NA	NA	NA	NA	4.79268884892943	TRUE
chr17	15562984	15565483	NR_037924	TVP23C-CDRT4	promoter_32476	NA	NA	NA	NA	4.79268884892943	TRUE
chr17	15563132	15565631	NM_145301	TVP23C	promoter_32478	NA	NA	NA	NA	4.79268884892943	TRUE
chr17	15562984	15565483	NM_001135036	TVP23C	promoter_32479	NA	NA	NA	NA	4.79268884892943	TRUE
chr17	16378792	16381291	NM_001281716	UBB	promoter_32520	2.21343294638601	7	0	TRUE	NA	NA
chr17	16379090	16381589	NM_018955	UBB	promoter_32521	2.02125912497627	7	0	TRUE	NA	NA
chr17	16379096	16381595	NM_001281720	UBB	promoter_32522	2.02125912497627	7	0	TRUE	NA	NA
chr17	16379289	16381788	NM_001281719	UBB	promoter_32523	1.76676961928521	6	0.00510653173873046	TRUE	NA	NA
chr17	16379464	16381963	NM_001281717	UBB	promoter_32525	1.56817868543864	5	0	TRUE	NA	NA
chr1	94819733	94822232	NR_160779	SLC44A3-AS1	promoter_3254	1.89629820804412	5	0	TRUE	NA	NA
chr17	16436986	16439485	NR_027167	SNHG29	promoter_32540	1.53119598038217	5	0	TRUE	NA	NA
chr1	94819733	94822232	NR_160780	SLC44A3-AS1	promoter_3255	1.89629820804412	5	0.00510653173873046	TRUE	NA	NA
chr17	16436986	16439485	NR_045028	SNHG29	promoter_32556	1.53119598038217	5	0	TRUE	NA	NA
chr17	16436986	16439485	NR_045027	SNHG29	promoter_32557	1.53119598038217	5	0	TRUE	NA	NA
chr17	16436986	16439485	NR_045026	SNHG29	promoter_32558	1.53119598038217	5	0	TRUE	NA	NA
chr1	94819733	94822232	NR_104131	SLC44A3-AS1	promoter_3256	1.89629820804412	5	0	TRUE	NA	NA
chr1	94819733	94822232	NR_160781	SLC44A3-AS1	promoter_3257	1.89629820804412	5	0	TRUE	NA	NA
chr1	94819733	94822232	NR_160782	SLC44A3-AS1	promoter_3258	1.89629820804412	5	0	TRUE	NA	NA
chr17	17205834	17208333	NM_178836	PLD6	promoter_32586	2.05146340349281	7	0	TRUE	NA	NA
chr1	94819733	94822232	NR_160783	SLC44A3-AS1	promoter_3259	1.89629820804412	5	0	TRUE	NA	NA
chr1	94819733	94822232	NR_160784	SLC44A3-AS1	promoter_3260	1.89629820804412	5	0	TRUE	NA	NA
chr1	94745401	94747900	NR_039620	MIR378G	promoter_3261	1.78188330266624	5	0	TRUE	NA	NA
chr17	18259109	18261608	NM_148886	MIEF2	promoter_32643	1.35970264824946	5	0.0094273097826087	TRUE	NA	NA
chr17	18363064	18365563	NM_001281786	SHMT1	promoter_32647	2.15326369235924	6	0	TRUE	NA	NA
chr17	18363064	18365563	NM_148918	SHMT1	promoter_32648	2.15326369235924	6	0	TRUE	NA	NA
chr17	18363051	18365550	NM_004169	SHMT1	promoter_32649	2.15326369235924	6	0	TRUE	NA	NA
chr17	18409158	18411657	NR_104343	LINC02076	promoter_32652	2.06332131394738	7	0	TRUE	NA	NA
chr17	18695997	18698496	NM_001353221	TRIM16L	promoter_32664	2.00865427120261	8	0	TRUE	NA	NA
chr17	18695997	18698496	NM_001353222	TRIM16L	promoter_32665	2.00865427120261	8	0	TRUE	NA	NA
chr17	18695997	18698496	NM_001353219	TRIM16L	promoter_32666	2.00865427120261	8	0	TRUE	NA	NA
chr17	18695997	18698496	NM_001353220	TRIM16L	promoter_32667	2.00865427120261	8	0	TRUE	NA	NA
chr17	18695997	18698496	NM_001353223	TRIM16L	promoter_32668	2.00865427120261	8	0	TRUE	NA	NA
chr17	18695997	18698496	NM_001353226	TRIM16L	promoter_32669	2.00865427120261	8	0	TRUE	NA	NA
chr17	18720022	18722521	NM_001037330	TRIM16L	promoter_32670	1.88449432046836	5	0	TRUE	NA	NA
chr17	18742053	18744552	NR_051988	FBXW10	promoter_32673	1.80122958343396	6	0.00510653173873046	TRUE	NA	NA
chr17	18742053	18744552	NM_001267586	FBXW10	promoter_32674	1.80122958343396	6	0	TRUE	NA	NA
chr17	18742053	18744552	NM_001267585	FBXW10	promoter_32675	1.80122958343396	6	0.00510653173873046	TRUE	NA	NA
chr17	18778994	18781493	NM_001316921	TVP23B	promoter_32676	2.1574618611883	6	0	TRUE	5.0530873276627	TRUE
chr17	18778994	18781493	NM_001316923	TVP23B	promoter_32677	2.1574618611883	6	0	TRUE	5.0530873276627	TRUE
chr17	18778994	18781493	NM_001316922	TVP23B	promoter_32678	2.1574618611883	6	0	TRUE	5.0530873276627	TRUE
chr17	18779182	18781681	NM_016078	TVP23B	promoter_32679	2.10324780376034	6	0	TRUE	5.0530873276627	TRUE
chr17	18779182	18781681	NM_001316924	TVP23B	promoter_32680	2.10324780376034	6	0	TRUE	5.0530873276627	TRUE
chr17	18779313	18781812	NM_001316919	TVP23B	promoter_32681	2.06425375305697	6	0	TRUE	5.0530873276627	TRUE
chr17	18787034	18789533	NM_001316920	TVP23B	promoter_32682	2.44339242944087	8	0	TRUE	NA	NA
chr17	18856130	18858629	NM_001353099	PRPSAP2	promoter_32697	2.0695208513791	6	0.0094273097826087	TRUE	NA	NA
chr17	18856130	18858629	NM_002767	PRPSAP2	promoter_32698	2.0695208513791	6	0.00510653173873046	TRUE	NA	NA
chr17	18863468	18865967	NM_001243940	PRPSAP2	promoter_32700	2.237401899038	12	0	TRUE	NA	NA
chr17	19059911	19062410	NR_003271	SNORD3B-1	promoter_32709	2.25081495039533	9	0	TRUE	NA	NA
chr17	19059911	19062410	NR_003924	SNORD3B-2	promoter_32710	2.25081495039533	9	0	TRUE	NA	NA
chr17	19063637	19066136	NR_003271	SNORD3B-1	promoter_32711	2.21117580835703	10	0	TRUE	NA	NA
chr17	19063637	19066136	NR_003924	SNORD3B-2	promoter_32712	2.21117580835703	10	0	TRUE	NA	NA
chr17	19112137	19114636	NR_006882	SNORD3D	promoter_32716	2.29740691565662	11	0	TRUE	NA	NA
chr17	19162125	19164624	NR_160285	LOC79999	promoter_32719	1.78612656327672	6	0	TRUE	NA	NA
chr17	19186015	19188514	NR_006880	SNORD3A	promoter_32721	2.22579348522456	11	0	TRUE	NA	NA
chr17	19189746	19192245	NR_006881	SNORD3C	promoter_32722	2.0527876037647	5	0	TRUE	NA	NA
chr17	19305762	19308261	NR_048576	EPN2-AS1	promoter_32729	1.54217036895085	6	0	TRUE	NA	NA
chr17	19531853	19534352	NM_018242	SLC47A1	promoter_32748	1.84562000999466	6	0.0094273097826087	TRUE	NA	NA
chr17	19977357	19979856	NM_001330152	AKAP10	promoter_32770	2.34664920492175	9	0	TRUE	NA	NA
chr17	19977329	19979828	NM_007202	AKAP10	promoter_32771	2.25786028178984	9	0	TRUE	NA	NA
chr17	20154071	20156570	NM_001243438	SPECC1	promoter_32775	2.520256975481	6	0	TRUE	NA	NA
chr17	20154071	20156570	NM_001033555	SPECC1	promoter_32776	2.520256975481	6	0	TRUE	NA	NA
chr17	20154071	20156570	NM_001033554	SPECC1	promoter_32777	2.520256975481	6	0	TRUE	NA	NA
chr17	27292113	27294612	NM_001348350	WSB1	promoter_32824	2.36602151141225	9	0	TRUE	NA	NA
chr17	27292113	27294612	NM_015626	WSB1	promoter_32825	2.36602151141225	9	0	TRUE	NA	NA
chr17	27292113	27294612	NR_145520	WSB1	promoter_32826	2.36602151141225	9	0	TRUE	NA	NA
chr17	27292113	27294612	NM_134265	WSB1	promoter_32827	2.36602151141225	9	0	TRUE	NA	NA
chr17	28720581	28723080	NR_000010	SNORD4A	promoter_32904	2.47297531867328	14	0	TRUE	NA	NA
chr17	28721428	28723927	NR_000014	SNORD42A	promoter_32905	2.30628699339138	12	0	TRUE	NA	NA
chr17	28721680	28724179	NR_000009	SNORD4B	promoter_32906	1.88601201881369	9	0	TRUE	NA	NA
chr17	29388362	29390861	NM_020791	TAOK1	promoter_32951	1.62656622522216	5	0	TRUE	NA	NA
chr17	30116661	30119160	NR_036149	MIR3184	promoter_32977	2.07080031932366	7	0	TRUE	NA	NA
chr17	30333558	30336057	NM_001319942	TMIGD1	promoter_32980	1.70428113977007	5	0	TRUE	NA	NA
chr17	30333558	30336057	NM_206832	TMIGD1	promoter_32981	1.70428113977007	5	0	TRUE	NA	NA
chr17	30376926	30379425	NM_001304	CPD	promoter_32982	2.49437888431866	11	0	TRUE	NA	NA
chr17	30919735	30922234	NR_144488	ADAP2	promoter_32997	1.85766516648133	7	0	TRUE	NA	NA
chr17	30919735	30922234	NM_001346712	ADAP2	promoter_32998	1.85766516648133	7	0	TRUE	NA	NA
chr17	30919735	30922234	NM_001346714	ADAP2	promoter_32999	1.85766516648133	7	0	TRUE	NA	NA
chr1	96719604	96722103	NM_001300988	PTBP2	promoter_3300	1.86289044136522	5	0.00510653173873046	TRUE	NA	NA
chr17	30919735	30922234	NM_001346716	ADAP2	promoter_33000	1.85766516648133	7	0	TRUE	NA	NA
chr17	30919944	30922443	NM_018404	ADAP2	promoter_33001	1.83565685071607	6	0	TRUE	NA	NA
chr1	96719783	96722282	NM_001300989	PTBP2	promoter_3301	1.74772745752896	5	0	TRUE	NA	NA
chr17	31092926	31095425	NM_000267	NF1	promoter_33011	1.76533837504656	6	0	TRUE	NA	NA
chr17	31092976	31095475	NM_001128147	NF1	promoter_33012	1.76533837504656	6	0	TRUE	NA	NA
chr17	31092976	31095475	NM_001042492	NF1	promoter_33013	1.76533837504656	6	0	TRUE	NA	NA
chr17	31313555	31316054	NM_006495	EVI2B	promoter_33015	1.63463119124692	5	0	TRUE	NA	NA
chr1	96719783	96722282	NR_125357	PTBP2	promoter_3302	1.74772745752896	5	0.00510653173873046	TRUE	NA	NA
chr17	31573268	31575767	NR_039878	MIR4725	promoter_33025	1.94141313706457	5	0	TRUE	NA	NA
chr17	31573410	31575909	NR_029856	MIR365B	promoter_33026	1.8955143287129	5	0.00510653173873046	TRUE	NA	NA
chr1	96719783	96722282	NM_021190	PTBP2	promoter_3303	1.74772745752896	5	0	TRUE	NA	NA
chr17	32140453	32142952	NM_018307	RHOT1	promoter_33037	1.95309090893994	6	0.0094273097826087	TRUE	NA	NA
chr1	96719783	96722282	NM_001300985	PTBP2	promoter_3304	1.74772745752896	5	0	TRUE	NA	NA
chr17	32140453	32142952	NM_001288755	RHOT1	promoter_33042	1.95309090893994	6	0	TRUE	NA	NA
chr17	32140453	32142952	NR_110083	RHOT1	promoter_33043	1.95309090893994	6	0	TRUE	NA	NA
chr17	32151072	32153571	NR_002222	ARGFXP2	promoter_33044	2.0009992656943	6	0	TRUE	NA	NA
chr1	96719783	96722282	NM_001300987	PTBP2	promoter_3305	1.74772745752896	5	0.0094273097826087	TRUE	NA	NA
chr17	32341674	32344173	NM_022344	C17orf75	promoter_33050	1.81748202875734	6	0	TRUE	NA	NA
chr17	32348108	32350607	NR_030362	MIR632	promoter_33051	1.91341309393326	8	0	TRUE	NA	NA
chr17	32348137	32350636	NM_003457	ZNF207	promoter_33052	1.83858004653763	8	0	TRUE	NA	NA
chr17	32348137	32350636	NM_001032293	ZNF207	promoter_33053	1.83858004653763	8	0	TRUE	NA	NA
chr17	32348156	32350655	NM_001098507	ZNF207	promoter_33054	1.83858004653763	8	0	TRUE	NA	NA
