chr	start	end	geneID	geneSymbol	symbol	width	NCmeanCnt	NCsig	NCunique	TCmeanCnt	TCsig	TCunique	LTmeanCnt	LTsig	LTunique
chr10	71212569	71302862	NM_170744	UNC5B	genebody_82826	90293	2.12434186481111	TRUE	TRUE	1.52508320016815			1.34454393558941		
chr10	71747555	71773520	NM_022153	VSIR	genebody_65720	25965	2.33534215542017	TRUE	TRUE	1.58247203320235			1.47412616139752		
chr10	71964394	72013556	NM_004273	CHST3	genebody_14210	49162	2.22820215056889	TRUE	TRUE	1.40514453764286			1.39876267718015		
chr10	73796513	73801399	NR_038357	ZSWIM8-AS1	genebody_8180	4886	2.33104216268646	TRUE	TRUE	1.39139035299586			1.54647835553162		
chr10	73909968	73922777	NR_160938	C10orf55	genebody_77864	12809	2.25020935163275	TRUE	TRUE	1.7550610916807			1.69771162286382		
chr10	73909968	73922777	NR_160937	C10orf55	genebody_77865	12809	2.25020935163275	TRUE	TRUE	1.7550610916807			1.69771162286382		
chr10	73911131	73917494	NM_001145031	PLAU	genebody_28858	6363	2.49627607144298	TRUE	TRUE	2.01727045431031			1.83157394551072		
chr10	73911131	73917494	NM_002658	PLAU	genebody_42303	6363	2.49627607144298	TRUE	TRUE	2.01727045431031			1.83157394551072		
chr10	75404164	75408982	NR_110302	ZNF503-AS2	genebody_8319	4818	2.95780077206479	TRUE	TRUE	1.68021759980829			2.00263255078875		
chr10	79068965	79316518	NM_020338	ZMIZ1	genebody_39874	247553	2.64946145961223	TRUE	TRUE	1.7000558494809			1.67973037625904		
chr10	79382326	79445624	NM_153367	ZCCHC24	genebody_75189	63298	2.3902865935882	TRUE	TRUE	1.50348766693291			1.72256464149592		
chr10	80132729	80145356	NM_001331125	PLAC9	genebody_15571	12627	2.10688132344513	TRUE	TRUE	1.30364051851276			1.46726179716614		
chr10	80150888	80205808	NM_001278407	ANXA11	genebody_46559	54920	2.65654765108978	TRUE	TRUE	1.86132121968449			1.89605245213126	TRUE	
chr10	80150888	80205537	NM_001157	ANXA11	genebody_21337	54649	2.65654765108978	TRUE	TRUE	1.86132121968449			1.89605245213126	TRUE	
chr10	80150888	80205537	NM_145869	ANXA11	genebody_41678	54649	2.65654765108978	TRUE	TRUE	1.86132121968449			1.89605245213126	TRUE	
chr10	80150888	80205537	NM_001278409	ANXA11	genebody_70107	54649	2.65654765108978	TRUE	TRUE	1.86132121968449			1.89605245213126	TRUE	
chr10	80150888	80205537	NM_145868	ANXA11	genebody_80637	54649	2.65654765108978	TRUE	TRUE	1.86132121968449			1.89605245213126	TRUE	
chr10	80155123	80204491	NM_001278408	ANXA11	genebody_6598	49368	2.75829615541421	TRUE	TRUE	1.91707639938473			1.95593353171551	TRUE	
chr10	80454309	80522630	NM_001351267	TSPAN14	genebody_24046	68321	2.16400105964056	TRUE	TRUE	1.8343480816511			1.88618437255117	TRUE	
chr10	80454309	80522630	NM_030927	TSPAN14	genebody_29399	68321	2.16400105964056	TRUE	TRUE	1.8343480816511			1.88618437255117	TRUE	
chr10	80454309	80522630	NM_001351268	TSPAN14	genebody_50562	68321	2.16400105964056	TRUE	TRUE	1.8343480816511			1.88618437255117	TRUE	
chr10	80454309	80522630	NM_001128309	TSPAN14	genebody_82516	68321	2.16400105964056	TRUE	TRUE	1.8343480816511			1.88618437255117	TRUE	
chr10	80459284	80522630	NM_001351270	TSPAN14	genebody_37366	63346	2.13512708010814	TRUE	TRUE	1.7957183489272			1.87095137879749	TRUE	
chr10	80459284	80522630	NM_001351269	TSPAN14	genebody_76240	63346	2.13512708010814	TRUE	TRUE	1.7957183489272			1.87095137879749	TRUE	
chr10	80468240	80522630	NM_001351271	TSPAN14	genebody_56876	54390	2.06741036220286	TRUE	TRUE	1.74509811795363			1.85401842289547		
chr10	80468240	80522630	NM_001351272	TSPAN14	genebody_75392	54390	2.06741036220286	TRUE	TRUE	1.74509811795363			1.85401842289547		
chr10	86756618	86927969	NM_004329	BMPR1A	genebody_16366	171351	1.90254415014944	TRUE	TRUE	1.55050106906976			1.60104203588173		
chr10	91628441	91633071	NM_005398	PPP1R3C	genebody_10010	4630	2.08803186448314	TRUE	TRUE	1.17347306833028			0.890548393399001		
chr10	96830631	96832458	NR_135921	LOC102723665	genebody_8732	1827	2.18351324170342	TRUE	TRUE	1.55177908810251			1.96076653578735		
chr10	97677423	97687241	NM_021732	AVPI1	genebody_36642	9818	1.84042322432858	TRUE	TRUE	1.52072335840978			1.62753995873135		
chr10	98247690	98268194	NM_032211	LOXL4	genebody_80739	20504	2.21675528794216	TRUE	TRUE	1.30033124127434			1.30272904385442		
chr10	101002496	101007836	NM_001318101	LZTS2	genebody_14910	5340	2.37866098229261	TRUE	TRUE	1.4850154420114			1.30667084325333		
chr10	102449816	102456293	NR_038937	RPARP-AS1	genebody_8991	6477	2.09545142663781	TRUE	TRUE	1.54615955505913			1.87696520432979	TRUE	
chr10	102644478	102658318	NM_030912	TRIM8	genebody_80608	13840	2.64372765950723	TRUE	TRUE	2.0742572600302			1.80177779212159		
chr10	102644494	102658319	NR_144321	TRIM8	genebody_81912	13825	2.64372765950723	TRUE	TRUE	2.0742572600302			1.80177779212159		
chr10	102743947	102816259	NM_001083913	WBP1L	genebody_33697	72312	2.25747784579751	TRUE	TRUE	1.69557513562969			1.98049991601715	TRUE	
chr10	102776220	102816259	NM_017787	WBP1L	genebody_60072	40039	2.20548333104002	TRUE	TRUE	1.68186548459067			1.92397341123915	TRUE	
chr10	103446785	103452370	NR_046344	CALHM2	genebody_68302	5585	2.56496076708584	TRUE	TRUE	1.70086486435108			1.66342065926156		
chr10	103594026	103855406	NM_014631	SH3PXD2A	genebody_25647	261380	2.18556527689661	TRUE	TRUE	1.57634099206501			1.48927694834893		
chr10	103594026	103678215	NM_001365079	SH3PXD2A	genebody_25551	84189	2.34998684708709	TRUE	TRUE	1.47773104056123			1.60752593491882		
chr10	104254193	104267464	NM_001191003	GSTO1	genebody_48872	13271	1.40418394806133			1.36557678386672			1.83302809372956	TRUE	TRUE
chr10	104254709	104267464	NM_001191002	GSTO1	genebody_4509	12755	1.34474267026878			1.3245171725356			1.83958556430755	TRUE	TRUE
chr10	104309695	104333905	NM_033397	ITPRIP	genebody_39713	24210	2.70230920335392	TRUE	TRUE	1.64410159612031			1.73174884850692		
chr10	104309695	104328992	NM_001272012	ITPRIP	genebody_4707	19297	2.78138788862951	TRUE	TRUE	1.66469305144921			1.72727890677413		
chr10	104309699	104338465	NM_001272013	ITPRIP	genebody_4706	28766	2.68282502503815	TRUE	TRUE	1.67584938221146			1.7666890791441		
chr10	104323363	104326745	NR_120622	ITPRIP-AS1	genebody_51089	3382	3.18399529382871	TRUE	TRUE	2.0397299194043			2.01100409359977		
chr10	110497906	110511531	NM_004419	DUSP5	genebody_58074	13625	2.24034334387807	TRUE	TRUE	1.69838784135261			1.71286423101905		
chr10	112950246	113167677	NM_001198528	TCF7L2	genebody_3544	217431	2.64898546043667	TRUE	TRUE	1.92968891329468			2.08549585919915	TRUE	
chr10	112950246	113167677	NM_001146286	TCF7L2	genebody_8620	217431	2.64898546043667	TRUE	TRUE	1.92968891329468			2.08549585919915	TRUE	
chr10	112950246	113167677	NM_030756	TCF7L2	genebody_18465	217431	2.64898546043667	TRUE	TRUE	1.92968891329468			2.08549585919915	TRUE	
chr10	112950246	113167677	NM_001198531	TCF7L2	genebody_28454	217431	2.64898546043667	TRUE	TRUE	1.92968891329468			2.08549585919915	TRUE	
chr10	112950246	113167677	NM_001367943	TCF7L2	genebody_35433	217431	2.64898546043667	TRUE	TRUE	1.92968891329468			2.08549585919915	TRUE	
chr10	112950246	113167677	NM_001198529	TCF7L2	genebody_41540	217431	2.64898546043667	TRUE	TRUE	1.92968891329468			2.08549585919915	TRUE	
chr10	112950246	113167677	NM_001146284	TCF7L2	genebody_49784	217431	2.64898546043667	TRUE	TRUE	1.92968891329468			2.08549585919915	TRUE	
chr10	112950246	113167677	NM_001146283	TCF7L2	genebody_49785	217431	2.64898546043667	TRUE	TRUE	1.92968891329468			2.08549585919915	TRUE	
chr10	112950246	113167677	NM_001198527	TCF7L2	genebody_51748	217431	2.64898546043667	TRUE	TRUE	1.92968891329468			2.08549585919915	TRUE	
chr10	112950246	113167677	NM_001198526	TCF7L2	genebody_51749	217431	2.64898546043667	TRUE	TRUE	1.92968891329468			2.08549585919915	TRUE	
chr10	112950246	113167677	NM_001198525	TCF7L2	genebody_51750	217431	2.64898546043667	TRUE	TRUE	1.92968891329468			2.08549585919915	TRUE	
chr10	112950246	113167677	NM_001146274	TCF7L2	genebody_58374	217431	2.64898546043667	TRUE	TRUE	1.92968891329468			2.08549585919915	TRUE	
chr10	112950249	113167677	NM_001146285	TCF7L2	genebody_8621	217428	2.64898546043667	TRUE	TRUE	1.92968891329468			2.08549585919915	TRUE	
chr10	112950249	113167677	NM_001198530	TCF7L2	genebody_28455	217428	2.64898546043667	TRUE	TRUE	1.92968891329468			2.08549585919915	TRUE	
chr10	112950249	113167677	NM_001363501	TCF7L2	genebody_70626	217428	2.64898546043667	TRUE	TRUE	1.92968891329468			2.08549585919915	TRUE	
chr10	113126632	113167677	NM_001349871	TCF7L2	genebody_267	41045	2.65771575721636	TRUE	TRUE	1.68416479072749			2.01584826149145	TRUE	
chr10	113129270	113167677	NM_001349870	TCF7L2	genebody_268	38407	2.61941459490544	TRUE	TRUE	1.63220432778878			1.9695061561568		
chr10	119104112	119137984	NM_001303111	DENND10	genebody_56196	33872	1.63047334793427			1.52490893684312			1.99911930689289	TRUE	TRUE
chr10	119104112	119137984	NR_130122	DENND10	genebody_79730	33872	1.63047334793427			1.52490893684312			1.99911930689289	TRUE	TRUE
chr10	119104112	119137984	NM_207009	DENND10	genebody_85066	33872	1.63047334793427			1.52490893684312			1.99911930689289	TRUE	TRUE
chr10	119207570	119459745	NM_005308	GRK5	genebody_41251	252175	2.6175170899547	TRUE	TRUE	1.65707509372027			1.54378878832828		
chr10	119499817	119542719	NM_001005339	RGS10	genebody_18699	42902	2.51539465485854	TRUE	TRUE	1.6868653022967			1.37282144437173		
chr10	119499826	119536533	NM_002925	RGS10	genebody_36343	36707	2.48825024145531	TRUE	TRUE	1.65974464447664			1.33112937007735		
chr10	119651379	119677817	NM_004281	BAG3	genebody_72485	26438	2.28376243574855	TRUE	TRUE	1.47225643264581			1.67418341501293		
chr10	121478329	121596645	NM_001144915	FGFR2	genebody_7679	118316	2.11563338144402	TRUE	TRUE	1.411398685699			1.72242193915876		
chr10	121481824	121598444	NM_001144919	FGFR2	genebody_65754	116620	2.11813171355373	TRUE	TRUE	1.41858800663771			1.72552280735251		
chr10	121481852	121593967	NM_001144913	FGFR2	genebody_32609	112115	2.11141381699132	TRUE	TRUE	1.4084383734652			1.72231153812176		
chr10	122112884	122254542	NM_001291879	TACC2	genebody_252	141658	2.17801798438663	TRUE	TRUE	1.37458546365914			1.47240728360555		
chr10	122461552	122514907	NM_002775	HTRA1	genebody_59588	53355	2.32237947694825	TRUE	TRUE	1.45150348038186			1.61559519217939		
chr10	124007667	124093598	NM_001270764	CHST15	genebody_7760	85931	2.46435982193481	TRUE	TRUE	1.59609163215408			1.65983440504014		
chr10	124007667	124092406	NM_015892	CHST15	genebody_17628	84739	2.473804637139	TRUE	TRUE	1.59894701138971			1.66374684933747		
chr10	124019650	124093598	NM_001270765	CHST15	genebody_929	73948	2.505793513319	TRUE	TRUE	1.65749161456701			1.67829014023151		
chr10	124019650	124092406	NM_014863	CHST15	genebody_44799	72756	2.51698167221516	TRUE	TRUE	1.66107882351811			1.68293016564191		
chr10	124619291	124744378	NM_014661	FAM53B	genebody_39031	125087	2.83018700152578	TRUE	TRUE	1.8003697047245			1.65180624298576		
chr10	124704027	124714760	NR_120630	FAM53B-AS1	genebody_9508	10733	3.29292618656204	TRUE	TRUE	2.12399606873473			1.99995555805905	TRUE	
chr10	124984316	125161030	NM_001083914	CTBP2	genebody_64532	176714	2.87180781498634	TRUE	TRUE	2.00997587476724			1.81268833362414		
chr10	124984316	125160563	NM_001290214	CTBP2	genebody_9421	176247	2.87180781498634	TRUE	TRUE	2.00997587476724			1.81268833362414		
chr10	124984316	125160563	NM_001329	CTBP2	genebody_24810	176247	2.87180781498634	TRUE	TRUE	2.00997587476724			1.81268833362414		
chr10	124984316	125159957	NM_001321012	CTBP2	genebody_60374	175641	2.87364402147643	TRUE	TRUE	2.01078859335032			1.81341074059991		
chr10	124984316	125158777	NM_001290215	CTBP2	genebody_59138	174461	2.87732285101976	TRUE	TRUE	2.01241687053482			1.81454233024601		
chr10	124984316	125158777	NM_001321014	CTBP2	genebody_64236	174461	2.87732285101976	TRUE	TRUE	2.01241687053482			1.81454233024601		
chr10	124984316	125028071	NM_022802	CTBP2	genebody_77971	43755	2.94500359276023	TRUE	TRUE	1.95650832154415			1.88139901091097	TRUE	
chr10	124984316	125006018	NM_001363508	CTBP2	genebody_72297	21702	2.72148893430981	TRUE	TRUE	1.65957605811825			1.79044392015246		
chr10	131901007	131959834	NM_018461	PPP2R2D	genebody_21050	58827	2.53530809530298	TRUE	TRUE	1.70130203996205			1.98905028125871	TRUE	
chr10	131901007	131959834	NM_001291310	PPP2R2D	genebody_57607	58827	2.53530809530298	TRUE	TRUE	1.70130203996205			1.98905028125871	TRUE	
chr10	131901007	131959834	NR_033191	PPP2R2D	genebody_79876	58827	2.53530809530298	TRUE	TRUE	1.70130203996205			1.98905028125871	TRUE	
chr10	132397199	132417854	NM_001098637	PWWP2B	genebody_29676	20655	2.92432025597052	TRUE	TRUE	1.86849477851924			1.47253901481858		
chr10	132397199	132417854	NM_138499	PWWP2B	genebody_56880	20655	2.92432025597052	TRUE	TRUE	1.86849477851924			1.47253901481858		
chr10	132508443	132536923	NR_158224	LOC107984282	genebody_49950	28480	2.32638490823348	TRUE	TRUE	1.52728839809585			1.52197269009933		
chr10	132537786	132783480	NM_005539	INPP5A	genebody_59525	245694	2.67328753282898	TRUE	TRUE	1.60974858636871			1.63307167238245		
chr10	133394156	133422520	NM_138384	MTG1	genebody_81189	28364	1.95875194788149	TRUE	TRUE	1.44371748556746			1.57401478799811		
chr11	289125	296107	NM_025092	PGGHG	genebody_36531	6982	2.7735549630011	TRUE	TRUE	1.51640334130231			1.47495882551651		
chr11	314039	315272	NM_003641	IFITM1	genebody_53779	1233	1.96786787957038	TRUE	TRUE	1.28825858090091			1.63846512704643		
chr11	448267	491400	NM_001329548	PTDSS2	genebody_52541	43133	2.04492189349758	TRUE	TRUE	1.42280108370031			1.46187321170005		
chr11	450278	491399	NM_001329544	PTDSS2	genebody_37288	41121	2.01204670018128	TRUE	TRUE	1.40078466767884			1.43506559848087		
chr11	450278	491399	NM_001329545	PTDSS2	genebody_37289	41121	2.01204670018128	TRUE	TRUE	1.40078466767884			1.43506559848087		
chr11	450278	491399	NM_030783	PTDSS2	genebody_68853	41121	2.01204670018128	TRUE	TRUE	1.40078466767884			1.43506559848087		
chr11	450278	491399	NR_138046	PTDSS2	genebody_80163	41121	2.01204670018128	TRUE	TRUE	1.40078466767884			1.43506559848087		
chr11	494514	507242	NM_203389	RNH1	genebody_84862	12728	1.93822825396982	TRUE	TRUE	1.25768612314464			1.33705415403056		
chr11	644232	707083	NM_001367390	DEAF1	genebody_53745	62851	1.82105862387697	TRUE	TRUE	1.44965521625995			1.60191941446192		
chr11	695638	704129	NM_001384408	TMEM80	genebody_53780	8491	2.54116946152438	TRUE	TRUE	1.8630508603559			1.99987561692256		
chr11	706230	727727	NM_022772	EPS8L2	genebody_23193	21497	1.97233308233818	TRUE	TRUE	1.70483917633954			1.66857072463058		
chr11	767222	777487	NM_182612	GATD1	genebody_14898	10265	2.35987564939185	TRUE	TRUE	1.46376696155419			1.72595592743321		
chr11	767222	777487	NR_134867	GATD1	genebody_25823	10265	2.35987564939185	TRUE	TRUE	1.46376696155419			1.72595592743321		
chr11	767222	777487	NM_001318824	GATD1	genebody_74915	10265	2.35987564939185	TRUE	TRUE	1.46376696155419			1.72595592743321		
chr11	818913	825571	NM_020376	PNPLA2	genebody_21564	6658	2.2802184821487	TRUE	TRUE	1.56898754225997			1.55688604086769		
chr11	827918	831986	NM_001286606	CRACR2B	genebody_57374	4068	2.34236671934066	TRUE	TRUE	1.51246621816443			1.1864216692681		
chr11	839720	842529	NM_021128	POLR2L	genebody_50544	2809	3.07561032917138	TRUE	TRUE	1.71855798024656			2.20602390047462		
chr11	842823	867116	NM_001025239	TSPAN4	genebody_8104	24293	2.61969624410279	TRUE	TRUE	1.35306701812377			1.28876699667486		
chr11	842851	867111	NM_001025238	TSPAN4	genebody_17358	24260	2.61969624410279	TRUE	TRUE	1.35306701812377			1.28876699667486		
chr11	842851	867111	NM_003271	TSPAN4	genebody_30272	24260	2.61969624410279	TRUE	TRUE	1.35306701812377			1.28876699667486		
chr11	842940	867116	NM_001025236	TSPAN4	genebody_57728	24176	2.61969624410279	TRUE	TRUE	1.35306701812377			1.28876699667486		
chr11	1274367	1302790	NM_001318514	TOLLIP	genebody_20225	28423	2.70327825474256	TRUE	TRUE	1.57178495438461			1.9408313613971		
chr11	1274370	1309632	NM_019009	TOLLIP	genebody_1636	35262	2.8529162833091	TRUE	TRUE	1.70903752222444			1.90969465727333		
chr11	1274370	1309632	NM_001318515	TOLLIP	genebody_20224	35262	2.8529162833091	TRUE	TRUE	1.70903752222444			1.90969465727333		
chr11	1274370	1309632	NM_001318512	TOLLIP	genebody_47334	35262	2.8529162833091	TRUE	TRUE	1.70903752222444			1.90969465727333		
chr11	1274370	1309632	NM_001318516	TOLLIP	genebody_55628	35262	2.8529162833091	TRUE	TRUE	1.70903752222444			1.90969465727333		
chr11	1469456	1486779	NM_001172223	MOB2	genebody_55083	17323	2.72446400574995	TRUE	TRUE	1.49407772808187			1.3145753725561		
chr11	1752754	1763927	NM_001909	CTSD	genebody_5886	11173	2.70135541944693	TRUE	TRUE	1.7809408699851			1.70189335884815		
chr11	1853083	1892263	NM_002339	LSP1	genebody_15129	39180	2.46323031883648	TRUE	TRUE	1.43089559691463			1.26257642926669		
chr11	1865164	1892263	NM_001242932	LSP1	genebody_17789	27099	2.52022404569361	TRUE	TRUE	1.40966577302059			1.22205787256726		
chr11	1868705	1892263	NM_001013253	LSP1	genebody_55732	23558	2.48453505788113	TRUE	TRUE	1.3805989736101			1.19856461387047		
chr11	1870868	1892263	NM_001013254	LSP1	genebody_36537	21395	2.44388671524259	TRUE	TRUE	1.34945895033797			1.16058082611352		
chr11	1870923	1892263	NM_001013255	LSP1	genebody_36536	21340	2.43961082700191	TRUE	TRUE	1.34585539994118			1.16083385541963		
chr11	1919702	1938702	NM_001367850	TNNT3	genebody_11706	19000	2.31644915549259	TRUE	TRUE	1.2120476557118			1.22328760346205		
chr11	1919702	1938702	NM_001367851	TNNT3	genebody_12680	19000	2.31644915549259	TRUE	TRUE	1.2120476557118			1.22328760346205		
chr11	1919702	1938702	NM_001297646	TNNT3	genebody_12970	19000	2.31644915549259	TRUE	TRUE	1.2120476557118			1.22328760346205		
chr11	1919702	1938702	NM_001042780	TNNT3	genebody_17225	19000	2.31644915549259	TRUE	TRUE	1.2120476557118			1.22328760346205		
chr11	1919702	1938702	NM_006757	TNNT3	genebody_27146	19000	2.31644915549259	TRUE	TRUE	1.2120476557118			1.22328760346205		
chr11	1919702	1938702	NM_001367846	TNNT3	genebody_32597	19000	2.31644915549259	TRUE	TRUE	1.2120476557118			1.22328760346205		
chr11	1919702	1938702	NM_001367848	TNNT3	genebody_51621	19000	2.31644915549259	TRUE	TRUE	1.2120476557118			1.22328760346205		
chr11	1919702	1938702	NM_001042781	TNNT3	genebody_74653	19000	2.31644915549259	TRUE	TRUE	1.2120476557118			1.22328760346205		
chr11	1919702	1938702	NM_001042782	TNNT3	genebody_78006	19000	2.31644915549259	TRUE	TRUE	1.2120476557118			1.22328760346205		
chr11	1919702	1938702	NM_001363561	TNNT3	genebody_80476	19000	2.31644915549259	TRUE	TRUE	1.2120476557118			1.22328760346205		
chr11	1922830	1938702	NM_001367849	TNNT3	genebody_11705	15872	2.32566071695172	TRUE	TRUE	1.24352413873878			1.23905900236211		
chr11	1922830	1938702	NM_001367852	TNNT3	genebody_12679	15872	2.32566071695172	TRUE	TRUE	1.24352413873878			1.23905900236211		
chr11	2377309	2397397	NM_004356	CD81	genebody_13373	20088	2.91748021400601	TRUE	TRUE	1.73051995995346			1.59309620661169		
chr11	3087106	3165310	NM_001144063	OSBPL5	genebody_7867	78204	2.48472567375844	TRUE	TRUE	1.63080896864352			1.40491262432037		
chr11	3087106	3165310	NM_020896	OSBPL5	genebody_28901	78204	2.48472567375844	TRUE	TRUE	1.63080896864352			1.40491262432037		
chr11	3087106	3165310	NM_145638	OSBPL5	genebody_84401	78204	2.48472567375844	TRUE	TRUE	1.63080896864352			1.40491262432037		
chr11	6390473	6394996	NM_001318088	SMPD1	genebody_38603	4523	1.93924076395841	TRUE	TRUE	1.39079991189187			1.34240110470575		
chr11	6621329	6655809	NM_003737	DCHS1	genebody_1962	34480	2.336264635471	TRUE	TRUE	1.45957213730855			1.46361460509518		
chr11	8693351	8910951	NM_005418	DENND2B	genebody_28364	217600	1.86864011494988	TRUE	TRUE	1.52872399850887			1.53394040803535		
chr11	8693351	8871369	NM_139157	DENND2B	genebody_29235	178018	2.06575525939287	TRUE	TRUE	1.59176471309387			1.60667703378497		
chr11	8693351	8871369	NM_001376496	DENND2B	genebody_70257	178018	2.06575525939287	TRUE	TRUE	1.59176471309387			1.60667703378497		
chr11	8693351	8871369	NM_001376495	DENND2B	genebody_80230	178018	2.06575525939287	TRUE	TRUE	1.59176471309387			1.60667703378497		
chr11	8693351	8871369	NR_164822	DENND2B	genebody_84293	178018	2.06575525939287	TRUE	TRUE	1.59176471309387			1.60667703378497		
chr11	8693351	8870902	NM_001376497	DENND2B	genebody_52201	177551	2.06717543244475	TRUE	TRUE	1.59235616450332			1.60730289861367		
chr11	8693351	8835758	NR_164814	DENND2B	genebody_84718	142407	2.09535502376093	TRUE	TRUE	1.58384222469368			1.6372481087335		
chr11	8693351	8810674	NM_001376505	DENND2B	genebody_4313	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8810674	NM_001376504	DENND2B	genebody_4314	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8810674	NM_001376503	DENND2B	genebody_46226	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8810674	NM_001376501	DENND2B	genebody_48308	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8810674	NM_001376500	DENND2B	genebody_48310	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8810674	NM_001376498	DENND2B	genebody_50000	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8810674	NM_001376499	DENND2B	genebody_54135	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8810674	NM_213618	DENND2B	genebody_66687	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8810674	NM_001376506	DENND2B	genebody_72587	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8810674	NR_164819	DENND2B	genebody_84282	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8810674	NR_164818	DENND2B	genebody_84288	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8810674	NR_164820	DENND2B	genebody_84291	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8810674	NR_164821	DENND2B	genebody_84292	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8810674	NR_164816	DENND2B	genebody_84557	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8810674	NR_164815	DENND2B	genebody_84719	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8810674	NR_164817	DENND2B	genebody_84728	117323	2.18577898867828	TRUE	TRUE	1.60259721898931			1.67244391976792		
chr11	8693351	8794844	NM_001376502	DENND2B	genebody_67058	101493	2.19066693102396	TRUE	TRUE	1.58978364666419			1.65454367879987		
chr11	9754769	9759533	NR_033972	LINC02709	genebody_28348	4764	2.28069903176506	TRUE	TRUE	1.67959876897255			1.67955303602816		
chr11	10797045	10809035	NM_001042559	EIF4G2	genebody_22588	11990	1.77080714870137	TRUE		1.6643649984662			1.99582945642122	TRUE	TRUE
chr11	10797045	10807996	NM_001172705	EIF4G2	genebody_67412	10951	1.84220539686045	TRUE		1.70714878466949			2.0460820946913	TRUE	TRUE
chr11	10797053	10808926	NM_001418	EIF4G2	genebody_17260	11873	1.81033480812789	TRUE		1.68049502257955			2.02323250861618	TRUE	TRUE
chr11	12110575	12208369	NM_001282668	MICAL2	genebody_55313	97794	2.18283332552911	TRUE	TRUE	1.81969355250742			1.74547188162367		
chr11	12110589	12263784	NM_001346292	MICAL2	genebody_5775	153195	2.08722145296391	TRUE	TRUE	1.72951659209075			1.73418278979687		
chr11	12110589	12263784	NM_001346294	MICAL2	genebody_12039	153195	2.08722145296391	TRUE	TRUE	1.72951659209075			1.73418278979687		
chr11	12110589	12263784	NM_014632	MICAL2	genebody_19963	153195	2.08722145296391	TRUE	TRUE	1.72951659209075			1.73418278979687		
chr11	12110589	12263784	NM_001346296	MICAL2	genebody_25413	153195	2.08722145296391	TRUE	TRUE	1.72951659209075			1.73418278979687		
chr11	12110589	12263784	NM_001282663	MICAL2	genebody_30954	153195	2.08722145296391	TRUE	TRUE	1.72951659209075			1.73418278979687		
chr11	12110589	12263784	NM_001346293	MICAL2	genebody_40201	153195	2.08722145296391	TRUE	TRUE	1.72951659209075			1.73418278979687		
chr11	12110589	12263784	NM_001346295	MICAL2	genebody_43099	153195	2.08722145296391	TRUE	TRUE	1.72951659209075			1.73418278979687		
chr11	12110589	12263784	NR_144419	MICAL2	genebody_45975	153195	2.08722145296391	TRUE	TRUE	1.72951659209075			1.73418278979687		
chr11	12110589	12263784	NM_001346299	MICAL2	genebody_65675	153195	2.08722145296391	TRUE	TRUE	1.72951659209075			1.73418278979687		
chr11	12110589	12263784	NM_001346298	MICAL2	genebody_72099	153195	2.08722145296391	TRUE	TRUE	1.72951659209075			1.73418278979687		
chr11	12110589	12263784	NM_001346297	MICAL2	genebody_72100	153195	2.08722145296391	TRUE	TRUE	1.72951659209075			1.73418278979687		
chr11	12138389	12263790	NM_001282665	MICAL2	genebody_29083	125401	2.03405810403542	TRUE	TRUE	1.68445381229225			1.72228838654488		
chr11	12138389	12263790	NM_001282664	MICAL2	genebody_70280	125401	2.03405810403542	TRUE	TRUE	1.68445381229225			1.72228838654488		
chr11	12162078	12263790	NM_001282666	MICAL2	genebody_29082	101712	2.01465015803512	TRUE	TRUE	1.6516888924699			1.74441308385889		
chr11	12162078	12263790	NM_001282667	MICAL2	genebody_55314	101712	2.01465015803512	TRUE	TRUE	1.6516888924699			1.74441308385889		
chr11	17385248	17389157	NM_001377296	KCNJ11	genebody_51110	3909	2.22142533949382	TRUE	TRUE	1.27538741685909			1.20998736495809		
chr11	18266224	18269976	NM_000331	SAA1	genebody_37616	3752	0.862386220933945			1.20645681385037			1.94352398848307	TRUE	TRUE
chr11	33141430	33161491	NM_001033506	CSTF3	genebody_50878	20061	1.79927316312692			1.65703225014537			2.06773184782776	TRUE	TRUE
chr11	33141430	33161491	NM_001033505	CSTF3	genebody_72398	20061	1.79927316312692			1.65703225014537			2.06773184782776	TRUE	TRUE
