chr	start	end	geneID	geneSymbol	symbol	LTMeanCnt	LTCountValid	LTadjPval	enrichSig	SigPeakValue	ovSig
chr8	98189825	98294235	NR_135745	NIPAL2	genebody_26725					3.99885448781236	TRUE
chr3	160256985	160383766	NM_001190242	IFT80	genebody_26751					4.55006851025209	TRUE
chr4	103018028	103077319	NM_001370201	SLC9B2	genebody_26754					4.32932088521797	TRUE
chr6	110874783	110895712	NM_001287216	AMD1	genebody_26766	1.97699764817545	46	0	TRUE		
chr14	91457507	91510310	NR_169192	PPP4R3A	genebody_26773					5.60130410052329	TRUE
chr19	12995474	13098784	NM_002501	NFIX	genebody_26784					5.58188763498176	TRUE
chr11	117144286	117171045	NM_001309431	PAFAH1B2	genebody_26814	1.89519041427927	66	0	TRUE		
chr7	72879356	72948299	NM_001367610	POM121	genebody_26825					4.75122328964473	TRUE
chr15	73994672	74043376	NM_002675	PML	genebody_26827					3.77601673837072	TRUE
chr3	185914557	185938014	NM_004593	TRA2B	genebody_26844					4.24818468353149	TRUE
chr12	95217806	95302799	NM_001352109	VEZT	genebody_26852					3.71570964243326	TRUE
chr21	31118417	31559087	NM_003253	TIAM1	genebody_26855					3.77493407703487	TRUE
chr8	47260877	47736001	NR_104581	SPIDR	genebody_26861					4.63837034948226	TRUE
chr2	99400476	99490017	NR_135653	REV1	genebody_26868					4.74978642430514	TRUE
chr2	99400476	99490017	NR_135652	REV1	genebody_26869					4.74978642430514	TRUE
chr2	99400476	99490017	NR_135651	REV1	genebody_26870					4.74978642430514	TRUE
chr2	99400476	99490017	NR_135649	REV1	genebody_26871					4.74978642430514	TRUE
chr2	99400476	99490017	NR_135650	REV1	genebody_26872					4.74978642430514	TRUE
chr12	32399557	32646050	NM_001370298	FGD4	genebody_26890					3.8916953900914	TRUE
chr2	69742133	69827112	NM_001365496	ANXA4	genebody_26908					4.19987126120959	TRUE
chr2	233388153	233472098	NM_003648	DGKD	genebody_26919					4.63503978223179	TRUE
chr16	11868127	11915956	NM_001130006	GSPT1	genebody_26983	1.97125731890717	106	0	TRUE		
chr12	27244285	27325957	NM_015000	STK38L	genebody_2699					4.27023397010306	TRUE
chr7	39950359	40097134	NM_031267	CDK13	genebody_26990					4.30214366737282	TRUE
chr7	39950359	40097134	NM_031267	CDK13	genebody_26990					4.30214366737282	TRUE
chr1	817370	819834	NR_103536	FAM87B	genebody_27	2.13140278496947	5	0	TRUE		
chr6	158650013	158764876	NM_001242384	SYTL3	genebody_27026					4.08789847902848	TRUE
chr8	140657899	141001282	NM_001352724	PTK2	genebody_27035					5.26928588686084	TRUE
chr11	64185271	64204548	NM_001282652	STIP1	genebody_27039					4.61283286930806	TRUE
chr1	225486829	225653123	NM_018212	ENAH	genebody_2704					3.5674176317818	TRUE
chr2	102104603	102165370	NM_001320986	IL1R1	genebody_27042					3.95735847527701	TRUE
chr2	102104603	102165370	NM_001320986	IL1R1	genebody_27042					3.95735847527701	TRUE
chr14	102139896	102210527	NM_001242418	WDR20	genebody_27057					4.49461417668454	TRUE
chr17	28648355	28662189	NR_045585	SDF2	genebody_27059					4.09210093223536	TRUE
chr3	149517228	149703273	NM_001168278	WWTR1	genebody_27071					5.06080824832382	TRUE
chr3	149517228	149703273	NM_001168278	WWTR1	genebody_27071					5.06080824832382	TRUE
chr3	149517228	149703273	NM_001168278	WWTR1	genebody_27071					5.06080824832382	TRUE
chr17	28926274	28944748	NR_110803	LOC101927018	genebody_27097					3.50429489851372	TRUE
chr5	131677590	131797017	NM_001346113	FNIP1	genebody_27116					4.28821470303404	TRUE
chr5	131677590	131797017	NM_001346113	FNIP1	genebody_27116					4.28821470303404	TRUE
chr9	133328775	133336188	NM_006753	SURF6	genebody_27149					3.85139588895207	TRUE
chr14	102139896	102223673	NM_001353675	WDR20	genebody_27171					4.49461417668454	TRUE
chr19	8390359	8404433	NM_004218	RAB11B	genebody_27179	1.94082228801754	29	0	TRUE		
chr7	816642	874934	NM_001367641	SUN1	genebody_27211	1.99415293496355	122	0	TRUE	4.19894663256122	TRUE
chr7	105116373	105388930	NM_001350741	SRPK2	genebody_27216					3.8361705744178	TRUE
chr17	42313323	42388442	NM_001369520	STAT3	genebody_27222	2.05556498000909	204	0	TRUE	3.18578317009515	TRUE
chr14	103912287	103921529	NM_004894	ATP5MPL	genebody_27252	1.703751405306	21	0	TRUE		
chr8	30785618	30812818	NM_001009552	PPP2CB	genebody_27264	1.97093396625406	59	0	TRUE		
chr5_KI270897v1_alt	583734	616118	NM_001364570	GTF2H2	genebody_27265					3.59461090097691	TRUE
chr19	7395144	7472478	NM_001367824	ARHGEF18	genebody_27282					4.15988770035877	TRUE
chr19	7395144	7472478	NM_001367824	ARHGEF18	genebody_27282					4.15988770035877	TRUE
chr2	164680187	164841823	NM_001365674	COBLL1	genebody_27300					3.41984322891014	TRUE
chr6	112107930	112254567	NM_001105207	LAMA4	genebody_27301					4.93701686286407	TRUE
chr5_GL339449v2_alt	343138	378166	NM_001098728	GTF2H2C	genebody_2733					4.11810065871355	TRUE
chrX	139726347	139933053	NM_001353810	ATP11C	genebody_27333					4.33773799343888	TRUE
chr7	14175980	14841450	NM_145695	DGKB	genebody_27357					4.23665253648603	TRUE
chr11	47980558	48132719	NM_001098503	PTPRJ	genebody_27371	1.94442048776403	319	0	TRUE	4.30151723906133	TRUE
chrX	139726347	139933053	NM_001353812	ATP11C	genebody_274					4.33773799343888	TRUE
chr3	30606600	30694141	NM_003242	TGFBR2	genebody_27412					4.53227726925506	TRUE
chr3	30606600	30694141	NM_003242	TGFBR2	genebody_27412					4.53227726925506	TRUE
chr10	14518556	14572375	NM_001320735	FAM107B	genebody_27468	2.17368139915189	152	0	TRUE		
chr5	70415304	70447681	NM_001364573	GTF2H2	genebody_27472					4.12041832308841	TRUE
chr8	47260937	47736306	NM_001080394	SPIDR	genebody_2748					4.63837034948226	TRUE
chr8	124474879	124488618	NM_007218	RNF139	genebody_27488	1.94982840832753	33	0	TRUE		
chr3	16884954	17090604	NM_001144382	PLCL2	genebody_27493					3.65286762968756	TRUE
chr6	127968784	128520599	NM_002844	PTPRK	genebody_27509					3.19419821419619	TRUE
chr2	177230308	177264727	NM_006164	NFE2L2	genebody_27510	2.12674442762621	82	0	TRUE		
chr7	66921224	66958551	NM_017994	TMEM248	genebody_27529					4.38314490530854	TRUE
chr7	8113184	8262555	NM_001276478	ICA1	genebody_2753					4.14695591532702	TRUE
chr12	108645110	108730843	NM_001276471	CORO1C	genebody_2754					4.26331889707726	TRUE
chr19	19385842	19508932	NM_001384540	GATAD2A	genebody_27551					4.67208745822431	TRUE
chr19	19385842	19508932	NM_001384540	GATAD2A	genebody_27551					4.67208745822431	TRUE
chr16	84974174	85011535	NM_001145548	ZDHHC7	genebody_27555	2.15586925452026	101	0	TRUE		
chr3	107522961	107811339	NM_001276286	BBX	genebody_27603					3.9351684972171	TRUE
chr21	33642500	33838498	NM_001331009	ITSN1	genebody_27636					3.83274293485321	TRUE
chr21	33642500	33838498	NM_001331009	ITSN1	genebody_27636					3.83274293485321	TRUE
chr9	137447570	137459334	NM_001178064	NSMF	genebody_27644					6.58415923488848	TRUE
chr9	96500112	96566831	NM_001351569	CDC14B	genebody_27646					3.86498628455695	TRUE
chr11	47465936	47553132	NM_001376426	CELF1	genebody_27669	2.01101527328505	187	0	TRUE	4.04766175014883	TRUE
chr11	47465936	47553132	NM_001376428	CELF1	genebody_27670	2.01101527328505	187	0	TRUE	4.04766175014883	TRUE
chr11	47465936	47553132	NM_001376427	CELF1	genebody_27671	2.01101527328505	187	0	TRUE	4.04766175014883	TRUE
chr11	47465936	47553132	NM_001376425	CELF1	genebody_27672	2.01101527328505	187	0	TRUE	4.04766175014883	TRUE
chr11	47465936	47553132	NM_001376424	CELF1	genebody_27673					4.04766175014883	TRUE
chr11	47465936	47553132	NM_001376423	CELF1	genebody_27674					4.04766175014883	TRUE
chr11	47465936	47565539	NM_001376422	CELF1	genebody_27675					4.04766175014883	TRUE
chr11	47465936	47553132	NM_001376421	CELF1	genebody_27676	2.01101527328505	187	0	TRUE	4.04766175014883	TRUE
chr11	47465936	47553132	NM_001376420	CELF1	genebody_27677	2.01101527328505	187	0	TRUE	4.04766175014883	TRUE
chr11	47465936	47565539	NM_001376419	CELF1	genebody_27678	1.97709993792993	208	0	TRUE	4.04766175014883	TRUE
chr1	148531384	148595717	NM_015383	NBPF14	genebody_27680					3.96481330481733	TRUE
chr22	42869772	43015149	NM_001184970	PACSIN2	genebody_27691					3.48533605448049	TRUE
chr17	42874673	42898734	NR_027254	LINC00671	genebody_27712					4.37891930876765	TRUE
chr8	11842524	11868087	NM_147782	CTSB	genebody_27718	2.5918250769735	125	0	TRUE		
chr12	110533244	110583318	NR_138550	PPTC7	genebody_27734	2.023482372619	115	0	TRUE	4.60962111823642	TRUE
chr21	31118417	31559087	NM_001353692	TIAM1	genebody_27760					3.77493407703487	TRUE
chr17	78378648	78424659	NR_111989	PGS1	genebody_27764	1.99011206837099	93	0	TRUE		
chr4	139057224	139177218	NM_001371339	ELF2	genebody_27811					5.30828834374565	TRUE
chr18	34978367	35143468	NM_001143827	MAPRE2	genebody_27818					4.40927605337728	TRUE
chr20	41402082	41618377	NM_032221	CHD6	genebody_27824					3.19948327487886	TRUE
chr13	97222332	97394120	NM_001382697	MBNL2	genebody_27825					3.95429721497823	TRUE
chr16	56989556	57083520	NR_169519	NLRC5	genebody_27829					4.84865965091957	TRUE
chr13	97141833	97394120	NM_001382675	MBNL2	genebody_2783					3.95429721497823	TRUE
chr3	43286511	43351142	NM_001100594	SNRK	genebody_27847					3.50428668341803	TRUE
chr7	96120219	96322098	NR_027662	SLC25A13	genebody_27875					4.37624265445214	TRUE
chr21	29305203	29361896	NR_027655	BACH1	genebody_27876					4.54121173666444	TRUE
chr21	29305203	29361896	NR_027655	BACH1	genebody_27876					4.54121173666444	TRUE
chr21	29305203	29361896	NR_027655	BACH1	genebody_27876					4.54121173666444	TRUE
chr10	3775995	3785209	NR_027653	KLF6	genebody_27878	2.70212923907069	37	0	TRUE		
chr5	126423408	126494356	NM_001349543	GRAMD2B	genebody_2790					2.85417146608316	TRUE
chr10	31318817	31529804	NM_001323641	ZEB1	genebody_27907					3.68102002739314	TRUE
chr1	206203540	206456159	NM_001377445	SRGAP2	genebody_2792					4.3580707946415	TRUE
chr2	241316164	241354026	NM_001349290	SEPTIN2	genebody_27921	1.91585540541908	80	0	TRUE		
chr2	70216118	70248628	NM_001351516	TIA1	genebody_27922					5.09861223882565	TRUE
chr12	57253763	57431043	NM_001351218	R3HDM2	genebody_27927					3.52339206928242	TRUE
chr12	57253763	57431043	NM_001351218	R3HDM2	genebody_27927					3.52339206928242	TRUE
chr11	116904517	117098428	NM_001366687	SIK3	genebody_27995					4.57468720880441	TRUE
chr11	116843409	117098428	NM_001366686	SIK3	genebody_27996					4.30573448093417	TRUE
chr11	116843409	117098428	NM_001366686	SIK3	genebody_27996					4.30573448093417	TRUE
chr14	102139896	102223673	NM_001242416	WDR20	genebody_27997					4.49461417668454	TRUE
chr17	47303445	47323613	NR_110881	THCAT158	genebody_28006					3.93958157616348	TRUE
chr17	47303445	47323901	NR_110880	THCAT158	genebody_28007					3.93958157616348	TRUE
chr2	40097269	40452090	NM_001351491	SLC8A1	genebody_28032					4.39292915034159	TRUE
chr14	102139851	102223673	NM_001330228	WDR20	genebody_28054					4.49461417668454	TRUE
chr3	13316234	13420322	NM_024923	NUP210	genebody_28063					4.95546550254787	TRUE
chr13	97222332	97394120	NM_001382682	MBNL2	genebody_28065					3.95429721497823	TRUE
chr10	21534171	21557185	NM_001195630	MLLT10	genebody_28094	1.94425387073443	48	0	TRUE		
chr2	62215520	62224731	NM_001319075	B3GNT2	genebody_28096	2.44850558744242	28	0	TRUE		
chr2	101697706	101894690	NM_001384543	MAP4K4	genebody_28101					4.55322988728613	TRUE
chr2	101697706	101894690	NM_001384543	MAP4K4	genebody_28101					4.55322988728613	TRUE
chr2	101697706	101894690	NM_001384543	MAP4K4	genebody_28101					4.55322988728613	TRUE
chr2	72175983	72826033	NM_001321733	EXOC6B	genebody_28104					4.04740716156773	TRUE
chr11	68154862	68213345	NM_001300907	KMT5B	genebody_28153					4.19256309674232	TRUE
chr13	100089092	100530434	NM_001352605	PCCA	genebody_28166					5.04651028852171	TRUE
chr13	100089092	100530434	NM_001352605	PCCA	genebody_28166					5.04651028852171	TRUE
chr13	97222332	97394120	NM_001382679	MBNL2	genebody_28230					3.95429721497823	TRUE
chr2	191245403	191425386	NM_001130158	MYO1B	genebody_28252					4.28282622853942	TRUE
chr6	143060888	143190593	NM_001286588	AIG1	genebody_28253					4.03894036705846	TRUE
chr12	6570081	6607379	NM_001363606	CHD4	genebody_28258					4.38680161830407	TRUE
chr22	38111494	38181830	NM_001349869	PLA2G6	genebody_28263					5.6328005619069	TRUE
chr17	42313323	42388442	NM_001384987	STAT3	genebody_28283	2.05556498000909	204	0	TRUE	3.18578317009515	TRUE
chr20	6007248	6040051	NM_001127458	CRLS1	genebody_28308					2.87483389236013	TRUE
chr11	57761801	57819540	NM_001085462	CTNND1	genebody_2833					4.75262973426527	TRUE
chr11	57761801	57819540	NM_001085462	CTNND1	genebody_2833					4.75262973426527	TRUE
chr8	100916522	100953382	NM_003406	YWHAZ	genebody_28336	2.01488978366257	98	0	TRUE		
chr11	57761801	57819540	NM_001085463	CTNND1	genebody_2834	1.93284894268751	128	0	TRUE	4.75262973426527	TRUE
chr11	57761801	57819540	NM_001085463	CTNND1	genebody_2834	1.93284894268751	128	0	TRUE	4.75262973426527	TRUE
chr20	36890228	36951708	NM_015474	SAMHD1	genebody_28380					3.91133886380642	TRUE
chr12	92770636	92929295	NM_003566	EEA1	genebody_28390					3.12441843052591	TRUE
chr4	2843856	2930075	NM_014189	ADD1	genebody_28391					4.40787081196455	TRUE
chr3	47016435	47164113	NM_014159	SETD2	genebody_28417					3.09740164903382	TRUE
chr8	129839592	130016697	NM_001353275	CYRIB	genebody_28425					3.45548488861159	TRUE
chr8	129839592	130016697	NM_001353274	CYRIB	genebody_28426					3.45548488861159	TRUE
chr17	60079308	60088692	NR_135648	LOC105371849	genebody_28432					3.59378652304892	TRUE
chr10	112950246	113167677	NM_001198531	TCF7L2	genebody_28454	2.08549585919915	508	0	TRUE	5.12730009468644	TRUE
chr10	112950246	113167677	NM_001198531	TCF7L2	genebody_28454	2.08549585919915	508	0	TRUE	5.12730009468644	TRUE
chr10	112950246	113167677	NM_001198531	TCF7L2	genebody_28454	2.08549585919915	508	0	TRUE	5.12730009468644	TRUE
chr10	112950249	113167677	NM_001198530	TCF7L2	genebody_28455	2.08549585919915	508	0	TRUE	5.12730009468644	TRUE
chr10	112950249	113167677	NM_001198530	TCF7L2	genebody_28455	2.08549585919915	508	0	TRUE	5.12730009468644	TRUE
chr10	112950249	113167677	NM_001198530	TCF7L2	genebody_28455	2.08549585919915	508	0	TRUE	5.12730009468644	TRUE
chr19	35115822	35124324	NM_001136007	FXYD3	genebody_28461	1.98252340827145	23	0	TRUE		
chr21	33503930	33542892	NM_001136006	GART	genebody_28462					4.33722769141401	TRUE
chr16_KI270853v1_alt	814312	870284	NM_001285449	PDXDC1	genebody_28487	1.81510612963749	118	0	TRUE	3.60364439620852	TRUE
chr16	14974802	15038330	NM_001285448	PDXDC1	genebody_28488					4.27276691147135	TRUE
chr16	14974802	15038330	NM_001285448	PDXDC1	genebody_28488					4.27276691147135	TRUE
chr16_KI270853v1_alt	631356	694870	NM_001285448	PDXDC1	genebody_28489					4.52451696006402	TRUE
chr16	14974734	15038330	NM_001285447	PDXDC1	genebody_28490					4.27276691147135	TRUE
chr16	14974734	15038330	NM_001285447	PDXDC1	genebody_28490					4.27276691147135	TRUE
chr17_GL000258v2_alt	594196	758707	NM_001193466	KANSL1	genebody_2851					3.58652322982244	TRUE
chr17_KI270908v1_alt	732027	894886	NM_001193466	KANSL1	genebody_2852					4.85565542425517	TRUE
chr12	95217806	95302799	NM_001352117	VEZT	genebody_28555					3.71570964243326	TRUE
chr14	100239143	100282788	NM_003403	YY1	genebody_28587	2.03971505670202	102	0	TRUE	4.90177547507779	TRUE
chr7	157337003	157417439	NM_001363676	DNAJB6	genebody_28607	2.12272273561129	211	0	TRUE	5.78554137143646	TRUE
chr21	33642500	33838498	NM_001331012	ITSN1	genebody_28623					3.83274293485321	TRUE
chr21	33642500	33838498	NM_001331012	ITSN1	genebody_28623					3.83274293485321	TRUE
chr1	108692309	108702928	NM_001349767	PRPF38B	genebody_28639					4.05223415086093	TRUE
chr18	55222330	55586119	NM_001348217	TCF4	genebody_28655					3.10911654966082	TRUE
chr11	68460751	68615333	NM_001164163	PPP6R3	genebody_28659					4.4709549600065	TRUE
chr11	68460751	68615333	NM_001164163	PPP6R3	genebody_28659					4.4709549600065	TRUE
chr11	68460751	68615333	NM_001164163	PPP6R3	genebody_28659					4.4709549600065	TRUE
chr9	131576774	131740076	NM_001377938	RAPGEF1	genebody_28665	1.96157520794505	338	0	TRUE	3.98474516122187	TRUE
chr1	164559183	164851831	NM_002585	PBX1	genebody_28695					3.52728212894474	TRUE
chr1	164559183	164851831	NM_002585	PBX1	genebody_28695					3.52728212894474	TRUE
chr21	31118417	31344354	NM_001353687	TIAM1	genebody_28706					3.77493407703487	TRUE
chr8	130052104	130443674	NM_001362926	ASAP1	genebody_28719					4.77288172188705	TRUE
chr8	130052104	130443674	NM_001362926	ASAP1	genebody_28719					4.77288172188705	TRUE
chr8	130052104	130443674	NM_001362926	ASAP1	genebody_28719					4.77288172188705	TRUE
chr1	59296812	59762727	NM_001350793	FGGY	genebody_28727					3.6558455410203	TRUE
chr20	38127384	38165270	NM_001323317	TGM2	genebody_28756					4.35387705636531	TRUE
chr9	125747372	125967376	NM_001330782	PBX3	genebody_28761					3.93524137203402	TRUE
chr3	43690869	43722725	NM_001365650	ABHD5	genebody_28762					3.75552932405897	TRUE
chr3	43691097	43722725	NM_001365649	ABHD5	genebody_28763					3.75552932405897	TRUE
chr1	24745446	24844319	NM_013943	CLIC4	genebody_28765	1.97986600720653	231	0	TRUE	4.62076234004829	TRUE
chr1	24745446	24844319	NM_013943	CLIC4	genebody_28765	1.97986600720653	231	0	TRUE	4.62076234004829	TRUE
chr6	99409345	99425308	NM_001322419	PNISR	genebody_28768	1.83803563841705	35	0	TRUE		
chr8	140657899	141001282	NM_001352715	PTK2	genebody_2879					5.26928588686084	TRUE
chr8	140657899	141001282	NM_001352698	PTK2	genebody_2881					5.26928588686084	TRUE
chr5	138506094	138543236	NM_004730	ETF1	genebody_28819					4.67365275838465	TRUE
chr22	29268267	29300521	NM_013986	EWSR1	genebody_28823					4.11304086376585	TRUE
chr11	47465936	47553132	NM_001376438	CELF1	genebody_28862	2.01101527328505	187	0	TRUE	4.04766175014883	TRUE
chr2	36552260	36598168	NM_001042548	FEZ2	genebody_28863					4.2844331498595	TRUE
chr6	157981862	158099175	NM_003898	SYNJ2	genebody_28883					4.06642862104221	TRUE
chr2	233419211	233472098	NM_001377259	DGKD	genebody_28895					4.63503978223179	TRUE
chr17	75784838	75794198	NR_038131	UNK	genebody_28915	1.96015912849197	23	0	TRUE		
chr11	68460751	68615333	NM_001352364	PPP6R3	genebody_28923					4.4709549600065	TRUE
chr11	68460751	68615333	NM_001352364	PPP6R3	genebody_28923					4.4709549600065	TRUE
chr11	68460751	68615333	NM_001352364	PPP6R3	genebody_28923					4.4709549600065	TRUE
chr2	70209443	70248628	NM_001351509	TIA1	genebody_28935					5.09861223882565	TRUE
chr16	56989556	57062003	NM_001384961	NLRC5	genebody_28972					4.84865965091957	TRUE
chr13	97141833	97394120	NM_001382696	MBNL2	genebody_28973					3.95429721497823	TRUE
chr17	76561107	76561193	NR_004396	SNORD1B	genebody_28976					4.07082930227957	TRUE
chr8	129839592	129939811	NM_001330612	CYRIB	genebody_28984					3.45548488861159	TRUE
chr20	3889386	3929887	NR_136715	PANK2	genebody_29005					5.01231158105912	TRUE
chr20	3889386	3929887	NR_136715	PANK2	genebody_29005					5.01231158105912	TRUE
chr19	9641806	9675100	NM_001130031	ZNF562	genebody_2901					4.03744758283855	TRUE
chr16	50742085	50801935	NM_001378744	CYLD	genebody_29010					3.81596731219295	TRUE
chr16	50742085	50801935	NM_001378743	CYLD	genebody_29011					3.81596731219295	TRUE
chr16	50742155	50801935	NM_001378747	CYLD	genebody_29012					3.81596731219295	TRUE
chr17	78187316	78197560	NR_027083	AFMID	genebody_29054	2.25922791867444	40	0	TRUE		
chr19	8413304	8439015	NM_001005416	MARCHF2	genebody_29055	1.87604187501834	60	0	TRUE		
chr10	26746595	26861087	NM_001348034	ABI1	genebody_29116					4.60708381363868	TRUE
chr10	26746595	26861087	NM_001348033	ABI1	genebody_29117					4.60708381363868	TRUE
chr14	101761708	101927977	NM_001161726	PPP2R5C	genebody_29128					4.0721456035077	TRUE
chr2	224470149	224585397	NM_001257197	CUL3	genebody_29161					4.34540637895487	TRUE
chr10	63167225	63465977	NM_001322252	JMJD1C	genebody_29179					4.24513262348478	TRUE
chr10	63167225	63465977	NM_001322252	JMJD1C	genebody_29179					4.24513262348478	TRUE
chr10	63167225	63465977	NM_001322252	JMJD1C	genebody_29179					4.24513262348478	TRUE
chr10	63167225	63465977	NM_001322252	JMJD1C	genebody_29179					4.24513262348478	TRUE
chr10	63167225	63465977	NM_001322252	JMJD1C	genebody_29179					4.24513262348478	TRUE
chr12	104287031	104350307	NM_003330	TXNRD1	genebody_29199					4.70937243610322	TRUE
chr10	87095205	87191465	NM_019054	SHLD2	genebody_29238					3.77936481383374	TRUE
chr17	42313323	42388442	NM_001384986	STAT3	genebody_29302	2.05556498000909	204	0	TRUE	3.18578317009515	TRUE
chr2	219289622	219308970	NM_001199764	PTPRN	genebody_29349					4.50398414897619	TRUE
chr1	23304689	23344284	NM_001297621	HNRNPR	genebody_29358					4.3358046788182	TRUE
chr4	113451031	113761738	NM_001321570	CAMK2D	genebody_29369					3.78177633922844	TRUE
chr4	113451031	113761738	NM_001321570	CAMK2D	genebody_29369					3.78177633922844	TRUE
chr4	113451031	113761738	NM_001321570	CAMK2D	genebody_29369					3.78177633922844	TRUE
chr4	113451031	113761738	NM_001321570	CAMK2D	genebody_29369					3.78177633922844	TRUE
chr10	80454309	80522630	NM_030927	TSPAN14	genebody_29399	1.88618437255117	139	0	TRUE	5.46380038020019	TRUE
chr2	164680187	164841823	NM_001365675	COBLL1	genebody_29420					3.41984322891014	TRUE
chr13	75760660	75859871	NM_015842	LMO7	genebody_29423					3.37705189757163	TRUE
chr13	75760660	75859871	NM_015842	LMO7	genebody_29423					3.37705189757163	TRUE
chr6	4776403	4955544	NM_004824	CDYL	genebody_2944					3.88654090775167	TRUE
chr2	223975047	224038640	NM_001136530	SERPINE2	genebody_29442					3.37061866135081	TRUE
chr2	223975045	224039286	NM_001136528	SERPINE2	genebody_29443					3.37061866135081	TRUE
chr20	44497440	44522070	NM_006811	SERINC3	genebody_29454	1.81684573968658	53	0	TRUE		
chr8	132775357	132813194	NM_198513	PHF20L1	genebody_29462					4.79428551122061	TRUE
chr2	73984909	74108175	NM_001287491	TET3	genebody_29468					3.94460056121899	TRUE
chr1	225486829	225653123	NM_001008493	ENAH	genebody_29492					3.5674176317818	TRUE
chr16	28532707	28538974	NM_012385	NUPR1	genebody_29493	2.32674643924658	25	0	TRUE	4.0875523031648	TRUE
chr16	28532707	28538974	NM_012385	NUPR1	genebody_29493	2.32674643924658	25	0	TRUE	4.0875523031648	TRUE
chr17	65009288	65055774	NM_001282425	GNA13	genebody_29507	2.06825331644707	121	0	TRUE		
chr20	49632945	49713878	NM_004776	B4GALT5	genebody_29526	2.08786630042954	179	0	TRUE	4.01391269746377	TRUE
chr20	49632945	49713878	NM_004776	B4GALT5	genebody_29526	2.08786630042954	179	0	TRUE	4.01391269746377	TRUE
chr7	5190232	5233839	NM_001278299	WIPI2	genebody_29531					5.07164863642065	TRUE
chr11	117144286	117178173	NR_110268	PAFAH1B2	genebody_29553	1.8470449715578	80	0	TRUE		
chr16	8892093	8956380	NM_001321858	USP7	genebody_29568	1.99794225859368	133	0	TRUE		
chr9	128068199	128109245	NM_001330988	SLC25A25	genebody_2958	2.02707529065995	109	0	TRUE		
chr5	179698928	179731638	NM_001363998	CANX	genebody_29583	2.07921646446214	85	0	TRUE		
chr7	816642	874934	NM_001367699	SUN1	genebody_29584	1.99415293496355	122	0	TRUE	4.19894663256122	TRUE
chr2	99400476	99490017	NM_001321460	REV1	genebody_29587					4.74978642430514	TRUE
chr1	121184974	121392874	NM_001329984	SRGAP2C	genebody_2964					4.42414503145879	TRUE
chr2	241315860	241354026	NM_001349288	SEPTIN2	genebody_29641	1.91585540541908	80	0	TRUE		
chr2	241315860	241354026	NM_001349287	SEPTIN2	genebody_29642	1.91585540541908	80	0	TRUE		
chr19	1354958	1378429	NM_001369790	PWWP3A	genebody_29667	2.02714943829474	52	0	TRUE		
chr11	74748848	74842413	NM_001098638	RNF169	genebody_29675					5.06326302776708	TRUE
chr9	137459951	137550402	NM_001098537	PNPLA7	genebody_29689					6.29341348488939	TRUE
chr10	34109560	34815296	NM_001184785	PARD3	genebody_29698					4.77967211360602	TRUE
chr13	97141833	97394120	NM_001382674	MBNL2	genebody_29704					3.95429721497823	TRUE
chr1	52726452	52827336	NM_024646	ZYG11B	genebody_29711					4.51230628263067	TRUE
chr6	118460771	118710075	NM_001178035	CEP85L	genebody_29769					3.68412671627448	TRUE
chr7	816642	874934	NM_001367679	SUN1	genebody_29778	1.99415293496355	122	0	TRUE	4.19894663256122	TRUE
chr3	197042559	197298135	NM_001366218	DLG1	genebody_29782					2.90356053578648	TRUE
chr3	197042559	197298135	NM_001366217	DLG1	genebody_29783					2.90356053578648	TRUE
chr3	197042559	197298135	NM_001366216	DLG1	genebody_29784					2.90356053578648	TRUE
chr3	43286539	43351142	NM_017719	SNRK	genebody_29786					3.50428668341803	TRUE
chr18	55222184	55401688	NM_001330605	TCF4	genebody_29788					3.10911654966082	TRUE
chr18	55222184	55588192	NM_001330604	TCF4	genebody_29789					3.10911654966082	TRUE
chr16	84294877	84329844	NM_001282466	WFDC1	genebody_2981					4.49498413743912	TRUE
chr3	127571231	127598231	NM_001353007	TPRA1	genebody_2984					5.06667439803381	TRUE
chr12	123233743	123257959	NM_001143905	C12orf65	genebody_29842	1.82525627191142	55	0	TRUE		
chr14	102139896	102223673	NM_001353681	WDR20	genebody_29863					4.49461417668454	TRUE
chr1	59296812	59762727	NM_001350797	FGGY	genebody_29874					3.6558455410203	TRUE
chr3	33090422	33097146	NM_001136238	TMPPE	genebody_29926	1.92402513734451	14	0.00203496217049781	TRUE		
chr1	1751231	1780031	NM_001198994	NADK	genebody_29936	2.08001860387507	70	0	TRUE		
chr19	45687453	45692316	NM_004597	SNRPD2	genebody_29952					3.36882543819328	TRUE
chr1_KI270763v1_alt	136535	267389	NM_014812	CEP170	genebody_29960					4.22573278394872	TRUE
chr16	2752637	2771412	NM_016333	SRRM2	genebody_29981	2.29264532227758	52	0	TRUE		
chr4	24527474	24584554	NM_001358	DHX15	genebody_29994					5.00788958854844	TRUE
chr8	13083360	13514851	NM_182643	DLC1	genebody_30001					4.12653085765111	TRUE
chr8	13083360	13514851	NM_182643	DLC1	genebody_30001					4.12653085765111	TRUE
chr8	13083360	13514851	NM_182643	DLC1	genebody_30001					4.12653085765111	TRUE
chr19	17075776	17213286	NM_004145	MYO9B	genebody_30015	1.89764151991253	280	0	TRUE		
chr9	137447570	137459334	NM_015537	NSMF	genebody_30041					6.58415923488848	TRUE
chr8	140657899	141001282	NM_001352735	PTK2	genebody_30065					5.26928588686084	TRUE
